flight,time,length,airline,airportfrom,airportto,dayofweek,delay
1885.0,660.0,215.0,AA,DFW,FAT,2,0
2665.0,930.0,86.0,YV,CVG,CLT,3,1
480.0,677.0,240.0,CO,LAS,CLE,5,0
2984.0,440.0,240.0,WN,PDX,MDW,4,1
2680.0,375.0,124.0,XE,ATL,IAH,1,0
663.0,1032.0,254.0,UA,DCA,DEN,7,0
1455.0,435.0,165.0,CO,PBI,EWR,5,0
1588.0,1015.0,80.0,AA,DFW,MSY,3,0
218.0,1215.0,165.0,WN,LAS,SEA,2,1
7302.0,1020.0,62.0,EV,HSV,MEM,4,0
625.0,385.0,100.0,CO,EWR,CLE,1,0
5891.0,1143.0,90.0,XE,ORD,TYS,5,1
649.0,365.0,90.0,FL,GRR,BWI,7,0
4595.0,515.0,120.0,OO,SLC,SJC,5,1
4765.0,1300.0,102.0,OO,SLC,GEG,6,1
2300.0,1002.0,97.0,XE,TUL,IAH,3,1
1147.0,1015.0,155.0,AA,DFW,PHX,3,1
1121.0,565.0,136.0,B6,RIC,FLL,7,1
3274.0,1115.0,155.0,MQ,TYS,DFW,1,0
6466.0,422.0,110.0,OO,LAX,SLC,2,1
269.0,390.0,85.0,WN,SAN,SJC,4,0
128.0,1180.0,196.0,US,PHX,MKE,6,0
1107.0,390.0,70.0,WN,LIT,STL,4,0
1118.0,1080.0,90.0,WN,ATL,MDW,2,1
456.0,1015.0,135.0,AA,DFW,TPA,3,1
7054.0,1150.0,58.0,OO,SFO,RNO,4,0
672.0,920.0,180.0,AA,STT,MIA,6,0
1195.0,890.0,71.0,US,ATL,SAN,5,0
4230.0,480.0,64.0,9E,ATL,DTW,2,0
694.0,1080.0,60.0,AS,ATL,GEG,7,0
812.0,632.0,117.0,UA,DEN,DFW,1,1
2037.0,840.0,94.0,US,BOS,DCA,3,0
418.0,485.0,240.0,DL,SJU,ATL,3,0
1421.0,450.0,135.0,B6,PDX,LGB,6,0
1183.0,405.0,135.0,DL,ORF,ATL,6,0
2881.0,750.0,95.0,YV,SBP,PHX,4,0
2909.0,1110.0,115.0,MQ,DFW,TYS,6,0
2586.0,1060.0,144.0,DL,ATL,LGA,2,0
2695.0,940.0,159.0,DL,DCA,MIA,7,0
718.0,1145.0,295.0,WN,MDW,SJC,1,1
4319.0,395.0,74.0,9E,PLN,DTW,7,0
2610.0,420.0,130.0,DL,DFW,ATL,2,1
137.0,1025.0,345.0,CO,LAX,OGG,7,1
7139.0,660.0,105.0,EV,HSV,IAD,5,1
849.0,955.0,310.0,WN,ATL,LAS,2,1
790.0,385.0,144.0,F9,PDX,DEN,5,0
1005.0,441.0,75.0,B6,ATL,JFK,4,0
3798.0,1170.0,190.0,MQ,ORD,ABQ,3,0
6517.0,705.0,122.0,OH,IND,LGA,4,0
2044.0,1110.0,86.0,US,DCA,BOS,5,0
344.0,850.0,122.0,AS,SEA,OAK,3,0
2676.0,768.0,132.0,XE,OMA,IAH,6,0
727.0,744.0,215.0,CO,ATL,IAH,4,1
491.0,540.0,129.0,UA,DEN,PHX,7,0
1512.0,670.0,255.0,AA,SFO,ORD,4,0
1083.0,800.0,260.0,CO,BOS,IAH,6,0
1083.0,390.0,210.0,AA,IAD,DFW,5,0
1473.0,845.0,115.0,WN,DEN,PHX,7,1
417.0,899.0,213.0,UA,LAS,ORD,6,1
1233.0,1175.0,60.0,WN,BWI,PIT,2,1
12.0,360.0,109.0,US,SMF,PHX,1,1
1523.0,955.0,320.0,AA,SJU,ORD,5,0
671.0,605.0,172.0,DL,DTW,RSW,6,0
4298.0,570.0,55.0,MQ,ORD,MLI,4,0
1869.0,1080.0,87.0,US,CLT,BNA,1,1
1275.0,950.0,145.0,AA,SDF,DFW,6,0
561.0,736.0,168.0,UA,DEN,OAK,5,1
583.0,686.0,176.0,US,PHX,GEG,1,1
6974.0,360.0,93.0,OO,SLC,DEN,4,0
2496.0,1000.0,125.0,XE,ATL,SDF,7,1
1857.0,506.0,137.0,DL,ATL,SEA,3,1
1831.0,1335.0,60.0,AA,MIA,TPA,5,0
3357.0,360.0,115.0,MQ,MOB,DFW,4,0
2586.0,705.0,118.0,XE,IND,EWR,1,1
2941.0,825.0,160.0,DL,ATL,SAT,2,1
3239.0,560.0,185.0,MQ,CMH,DFW,3,0
1976.0,975.0,100.0,WN,IND,MCI,3,1
1016.0,715.0,100.0,WN,MSP,MDW,3,1
66.0,1200.0,138.0,AS,JNU,SEA,4,0
2157.0,750.0,154.0,XE,EWR,JAX,2,0
5377.0,655.0,117.0,EV,ATL,MLI,4,1
2078.0,805.0,65.0,WN,LAX,SJC,6,0
383.0,460.0,268.0,F9,FLL,DEN,5,0
108.0,930.0,95.0,DL,ATL,ATL,4,0
537.0,951.0,179.0,B6,ATL,TPA,3,0
6471.0,1021.0,76.0,OO,BFL,SFO,6,1
1405.0,540.0,149.0,CO,CLE,TPA,4,1
1956.0,1130.0,150.0,WN,SAT,PHX,3,1
2138.0,1080.0,75.0,US,LGA,BOS,2,1
6495.0,1230.0,252.0,OH,JFK,IAH,7,0
1172.0,565.0,205.0,AA,PHX,ORD,1,0
491.0,745.0,230.0,AA,DFW,SMF,3,0
6443.0,658.0,192.0,OO,OKC,LAX,5,0
515.0,1365.0,33.0,HA,OGG,HNL,5,1
102.0,725.0,257.0,UA,SFO,ORD,4,0
735.0,812.0,106.0,UA,OKC,DEN,1,1
1962.0,550.0,245.0,WN,MDW,LAS,6,0
4152.0,722.0,110.0,9E,RDU,CMH,4,1
187.0,535.0,150.0,CO,MCO,IAH,6,1
810.0,385.0,255.0,AA,ATL,ORD,4,1
1809.0,695.0,127.0,DL,MSP,DEN,1,1
2089.0,585.0,242.0,DL,MSP,SNA,1,0
4186.0,425.0,70.0,MQ,LSE,ORD,5,0
1014.0,971.0,124.0,US,CLT,ORD,4,0
2361.0,655.0,110.0,XE,ATL,IAH,5,1
1122.0,390.0,245.0,WN,MDW,PHX,2,1
2482.0,635.0,74.0,XE,IAH,GPT,2,1
767.0,885.0,284.0,CO,IAH,SEA,5,1
374.0,515.0,144.0,US,DFW,CLT,3,0
399.0,935.0,156.0,CO,IAH,DEN,5,1
2183.0,375.0,139.0,XE,EWR,IND,1,1
575.0,1170.0,70.0,WN,BWI,BUF,3,1
1484.0,1190.0,70.0,WN,ATL,STL,5,1
221.0,805.0,287.0,US,PHX,BOS,1,1
5127.0,975.0,76.0,EV,ATL,FAY,5,1
2601.0,1210.0,85.0,WN,LAS,SMF,6,1
1004.0,875.0,120.0,WN,OAK,SEA,1,1
225.0,945.0,165.0,WN,DEN,SFO,3,1
777.0,1210.0,95.0,WN,ATL,SMF,1,1
2928.0,1000.0,80.0,WN,SLC,LAS,6,1
620.0,640.0,105.0,AA,ATL,DFW,6,0
404.0,925.0,170.0,WN,MKE,TPA,3,1
632.0,960.0,208.0,CO,IAH,LGA,2,1
858.0,820.0,333.0,AS,ATL,SEA,3,1
682.0,625.0,140.0,WN,PHX,TUL,4,0
3705.0,1100.0,135.0,MQ,DCA,ORD,2,0
2372.0,1205.0,70.0,WN,ATL,JAN,1,1
4501.0,390.0,145.0,OO,OKC,SLC,2,0
4668.0,690.0,135.0,MQ,ATL,LGA,5,0
6539.0,361.0,109.0,OO,AVL,ORD,7,1
1772.0,1042.0,118.0,DL,ATL,JFK,5,1
511.0,1050.0,270.0,F9,LGA,DEN,6,0
271.0,845.0,63.0,UA,RDU,IAD,5,0
3032.0,455.0,140.0,XE,IAH,CLT,5,0
718.0,1005.0,165.0,WN,MHT,MDW,2,0
1663.0,965.0,335.0,AA,MIA,LAS,5,0
6397.0,1039.0,65.0,OO,SBP,LAX,6,0
1006.0,650.0,55.0,WN,ABQ,ELP,1,0
2483.0,1245.0,200.0,AA,DFW,LAX,4,1
86.0,360.0,175.0,US,OMA,PHX,6,0
2984.0,430.0,85.0,WN,PHX,LAX,2,0
4007.0,830.0,95.0,9E,MEM,DAL,2,1
2333.0,880.0,155.0,AA,ORD,DFW,5,0
357.0,540.0,122.0,AS,OAK,SEA,5,0
1320.0,375.0,165.0,WN,LAS,SEA,3,0
112.0,365.0,139.0,UA,ONT,DEN,3,0
2274.0,595.0,275.0,WN,BDL,DEN,6,1
480.0,855.0,297.0,UA,SFO,PIT,3,1
422.0,568.0,72.0,CO,ATL,IAH,7,1
3727.0,575.0,62.0,9E,MEM,BHM,2,0
434.0,965.0,164.0,B6,MCO,BOS,5,1
5580.0,980.0,95.0,EV,STL,ATL,2,0
1432.0,375.0,147.0,DL,BWI,MEM,2,0
2061.0,390.0,150.0,DL,PHL,ATL,1,0
1114.0,895.0,106.0,B6,MCO,RIC,4,0
1566.0,510.0,235.0,WN,BWI,AUS,4,1
1292.0,1165.0,75.0,DL,ATL,JAX,5,1
727.0,1080.0,265.0,US,PHL,DEN,6,0
2407.0,1020.0,170.0,AA,DFW,JAC,5,0
1554.0,420.0,179.0,CO,EWR,PBI,3,1
1199.0,839.0,166.0,DL,SLC,MSP,2,1
4536.0,826.0,189.0,OO,SLC,ORD,7,0
1599.0,910.0,75.0,WN,ATL,BHM,2,1
4096.0,525.0,105.0,MQ,ORD,FSD,4,0
1094.0,660.0,70.0,WN,ATL,ELP,1,1
6566.0,427.0,143.0,OO,SLC,SFO,6,1
1336.0,920.0,105.0,WN,ELP,HOU,6,1
386.0,510.0,227.0,F9,DEN,FLL,6,0
4095.0,1015.0,68.0,9E,FSD,MSP,2,1
2848.0,725.0,178.0,DL,FLL,BDL,4,0
2904.0,355.0,64.0,XE,GRR,CLE,5,0
7103.0,1265.0,109.0,EV,ORD,CAE,5,0
487.0,1240.0,258.0,US,PHL,DEN,4,1
759.0,720.0,95.0,WN,RDU,BNA,3,1
3806.0,515.0,131.0,9E,DTW,MCI,6,0
80.0,630.0,200.0,AS,ANC,SEA,3,0
225.0,1319.0,361.0,UA,IAD,SFO,6,1
4599.0,375.0,175.0,MQ,LGA,MSP,7,0
1202.0,800.0,185.0,WN,FLL,BDL,2,1
2361.0,540.0,145.0,DL,PHL,ATL,4,0
2614.0,935.0,203.0,DL,ATL,MSP,6,0
470.0,445.0,234.0,CO,EWR,SJU,4,1
702.0,960.0,382.0,CO,EWR,SFO,5,1
1067.0,1105.0,175.0,AA,CMH,DFW,4,0
6419.0,575.0,107.0,OH,CVG,STL,1,0
2346.0,755.0,135.0,AA,DFW,ORD,6,1
5169.0,360.0,151.0,EV,HPN,ATL,3,0
178.0,450.0,108.0,FL,RSW,ATL,7,0
941.0,850.0,75.0,WN,BWI,CLE,5,1
5902.0,362.0,63.0,XE,PIA,ORD,5,0
1822.0,695.0,122.0,US,ATL,BOS,7,1
2789.0,1065.0,75.0,MQ,DFW,SGF,1,0
6910.0,714.0,131.0,OO,ATL,DEN,5,0
1178.0,795.0,83.0,US,CLT,BWI,1,0
2455.0,1295.0,59.0,XE,EWR,PVD,4,0
62.0,525.0,102.0,FL,ATL,IAD,7,0
407.0,405.0,65.0,AA,ORD,STL,7,0
587.0,1105.0,200.0,WN,DEN,BWI,7,0
7111.0,360.0,81.0,EV,JFK,IAD,2,0
101.0,780.0,60.0,WN,DAL,HOU,7,0
3861.0,1165.0,127.0,9E,ATL,SAT,1,0
841.0,1005.0,55.0,WN,STL,SDF,6,1
3090.0,722.0,56.0,XE,AUS,IAH,1,0
3294.0,870.0,95.0,MQ,JAN,DFW,5,0
4510.0,1145.0,91.0,OO,MEM,CVG,5,1
973.0,870.0,100.0,WN,BNA,BWI,4,1
2778.0,613.0,111.0,DL,SAN,SLC,3,0
1198.0,720.0,132.0,US,ATL,DCA,3,0
1107.0,485.0,140.0,WN,STL,MCO,3,1
6479.0,1135.0,153.0,OO,DEN,BUR,5,0
4536.0,1080.0,60.0,MQ,RDU,DCA,1,0
1833.0,725.0,245.0,AA,EWR,DFW,4,0
1383.0,550.0,95.0,WN,GEG,SLC,3,1
5318.0,1305.0,80.0,EV,ATL,LEX,1,1
159.0,900.0,190.0,WN,SAT,BWI,4,1
61.0,813.0,46.0,AS,CDV,ANC,3,1
3842.0,365.0,70.0,WN,LAS,PHX,2,0
6436.0,370.0,44.0,OO,MKE,ORD,6,0
470.0,915.0,130.0,WN,OAK,ABQ,4,1
4653.0,1053.0,150.0,OO,FAR,SLC,7,1
3579.0,505.0,55.0,WN,SAT,DAL,1,0
638.0,935.0,178.0,AS,SEA,PHX,5,0
594.0,960.0,65.0,WN,DAL,HOU,6,0
1331.0,525.0,70.0,AA,DFW,SAT,4,0
56.0,559.0,76.0,B6,JFK,BTV,6,0
6683.0,1116.0,96.0,OO,DEN,SLC,5,1
1299.0,1115.0,150.0,AA,MIA,SJU,5,0
1901.0,750.0,160.0,AA,DFW,MIA,3,1
1522.0,980.0,107.0,US,CLT,PHL,4,1
1001.0,480.0,138.0,FL,MCO,MDT,1,0
846.0,535.0,180.0,AA,STT,MIA,1,0
964.0,445.0,240.0,WN,SEA,MDW,1,1
536.0,540.0,79.0,FL,ATL,MEM,3,0
4007.0,940.0,75.0,MQ,ORD,CMH,3,0
6933.0,902.0,71.0,OO,FAT,LAX,6,1
490.0,1025.0,95.0,WN,BNA,MSY,5,1
263.0,555.0,79.0,B6,SMF,LGB,7,1
756.0,820.0,65.0,WN,PHX,LAS,2,0
7045.0,405.0,71.0,OO,ATL,ORD,1,0
1535.0,1150.0,323.0,DL,ATL,SMF,2,1
650.0,830.0,154.0,AS,PDX,PHX,2,1
2165.0,808.0,74.0,XE,BRO,IAH,2,0
328.0,426.0,154.0,UA,LAX,DEN,1,1
2614.0,390.0,102.0,XE,ATL,EWR,6,0
4870.0,615.0,84.0,OO,RNO,SLC,6,1
2286.0,865.0,235.0,WN,LAX,BNA,6,0
1188.0,1035.0,155.0,WN,ATL,DEN,6,1
318.0,1199.0,110.0,F9,MKE,DCA,4,1
859.0,1030.0,373.0,AS,SEA,HNL,4,0
727.0,825.0,237.0,F9,DCA,DEN,4,1
64.0,585.0,145.0,B6,TPA,JFK,2,1
732.0,1135.0,193.0,CO,IAH,LGA,1,1
5234.0,730.0,112.0,EV,ATL,FNT,3,0
6271.0,394.0,51.0,OO,ORD,FWA,1,0
930.0,545.0,67.0,FL,ATL,JAX,7,0
826.0,780.0,65.0,AA,DFW,SAT,5,1
4519.0,540.0,95.0,OO,MSP,RAP,5,1
2516.0,1055.0,93.0,XE,ROC,EWR,5,1
521.0,1130.0,156.0,AS,BUR,SEA,4,0
88.0,1199.0,101.0,FL,ATL,FLL,1,0
64.0,788.0,98.0,FL,ATL,IAD,3,0
55.0,1200.0,60.0,WN,DAL,HOU,3,1
2129.0,567.0,90.0,XE,PHL,CLE,5,1
1627.0,895.0,115.0,US,EWR,CLT,4,0
2594.0,1160.0,88.0,XE,IAH,OKC,7,1
4207.0,765.0,90.0,9E,SDF,DTW,2,0
1026.0,726.0,29.0,YV,LIH,HNL,2,0
462.0,845.0,60.0,WN,PDX,GEG,7,1
110.0,385.0,163.0,B6,MSY,JFK,2,1
2325.0,760.0,150.0,AA,ORD,DFW,3,1
374.0,913.0,32.0,HA,ATL,HNL,4,0
4143.0,1155.0,95.0,9E,ATL,DTW,7,1
4300.0,681.0,93.0,9E,PNS,MEM,4,1
1017.0,1130.0,115.0,AA,STL,DFW,2,0
5987.0,870.0,105.0,XE,ORD,AVP,6,1
5498.0,884.0,75.0,EV,ATL,FAY,5,1
3853.0,540.0,200.0,WN,PVD,TPA,4,0
2637.0,1020.0,74.0,XE,DAL,IAH,3,1
2701.0,400.0,96.0,DL,MCI,MSP,6,0
555.0,535.0,324.0,CO,CLE,SFO,3,0
4652.0,665.0,74.0,OO,GFK,MSP,5,1
2733.0,495.0,114.0,XE,BHM,IAH,6,1
6330.0,697.0,77.0,OH,TRI,ATL,2,0
2135.0,645.0,123.0,DL,ATL,PBI,6,0
2092.0,385.0,104.0,XE,EWR,RDU,4,0
6622.0,605.0,58.0,OO,DEN,GJT,3,0
3891.0,420.0,84.0,9E,MDW,DTW,7,0
2029.0,400.0,217.0,DL,SMF,MSP,6,0
1201.0,495.0,255.0,DL,DTW,SLC,6,0
5052.0,1241.0,85.0,EV,ATL,OAJ,3,1
1587.0,590.0,125.0,WN,SAT,BNA,4,0
6521.0,1343.0,73.0,OO,LAX,SJC,6,0
1728.0,1095.0,165.0,CO,IAH,TUS,7,1
3227.0,1025.0,45.0,MQ,DFW,TYR,4,0
998.0,985.0,110.0,WN,MDW,BWI,5,1
582.0,880.0,133.0,DL,ATL,LGA,4,0
5220.0,820.0,108.0,EV,ATL,AEX,3,1
6429.0,1072.0,68.0,OH,ATL,CVG,4,1
1992.0,980.0,115.0,US,CLT,PVD,3,1
581.0,519.0,193.0,UA,ATL,IAD,4,0
2888.0,585.0,88.0,YV,ATL,PHX,7,0
553.0,1255.0,55.0,WN,DAL,TUL,5,1
2903.0,1145.0,105.0,WN,MDW,BHM,3,1
7079.0,746.0,94.0,EV,IAD,DTW,4,0
1063.0,1360.0,281.0,DL,LAX,MCO,2,0
5987.0,850.0,105.0,XE,ORD,AVP,5,0
2616.0,1180.0,90.0,WN,MCI,DAL,5,1
329.0,975.0,75.0,US,SNA,PHX,7,0
2124.0,635.0,105.0,WN,LAS,SFO,7,1
2788.0,555.0,85.0,DL,MKE,MSP,1,0
6472.0,480.0,105.0,OO,LAX,ABQ,4,1
2199.0,1140.0,119.0,DL,ATL,MCO,5,1
1679.0,560.0,65.0,CO,IAH,SAT,3,1
658.0,665.0,315.0,US,SFO,PHL,7,1
2038.0,920.0,105.0,DL,ATL,DCA,7,1
1697.0,965.0,115.0,AA,STL,DFW,3,0
1445.0,1255.0,184.0,CO,CLE,IAH,4,0
996.0,1250.0,95.0,WN,DAL,STL,5,1
479.0,1235.0,133.0,UA,SFO,SEA,7,0
5422.0,974.0,88.0,EV,MSN,DTW,1,0
1139.0,1020.0,185.0,AA,DTW,DFW,5,1
3086.0,615.0,118.0,XE,IAH,JAX,4,1
359.0,1005.0,80.0,WN,TUS,LAS,1,1
2877.0,744.0,121.0,DL,ORD,ATL,1,1
5521.0,360.0,175.0,EV,PHL,MEM,4,0
1295.0,890.0,93.0,DL,ATL,MLB,6,0
596.0,1195.0,153.0,US,PHX,MCI,7,0
815.0,1135.0,104.0,UA,OMA,DEN,1,0
111.0,826.0,93.0,UA,SFO,LAX,2,1
469.0,640.0,104.0,UA,SFO,LAS,1,0
7129.0,1022.0,91.0,EV,IAD,BTV,5,0
1269.0,777.0,69.0,DL,BNA,ATL,6,0
6225.0,707.0,71.0,OO,ATL,SEA,6,1
2241.0,565.0,94.0,XE,ATL,IAH,1,1
2949.0,760.0,120.0,MQ,DFW,TYS,3,1
476.0,810.0,256.0,CO,ATL,EWR,7,1
1023.0,545.0,40.0,YV,HNL,KOA,4,0
1439.0,885.0,126.0,US,LGA,CLT,6,1
40.0,1414.0,261.0,UA,SFO,ORD,7,0
1262.0,740.0,155.0,DL,MCO,BDL,5,1
1013.0,1170.0,130.0,DL,DTW,ATL,3,1
690.0,850.0,190.0,WN,ALB,MCO,2,0
618.0,1250.0,115.0,US,DEN,PHX,5,0
888.0,660.0,95.0,UA,SFO,LAX,5,1
2047.0,450.0,85.0,WN,BWI,BOS,5,0
7788.0,685.0,78.0,OO,SLC,SUN,7,0
1528.0,990.0,205.0,AA,SFO,DFW,4,0
894.0,387.0,157.0,UA,DEN,LAX,2,0
60.0,420.0,250.0,FL,LAX,ATL,3,0
2132.0,900.0,72.0,US,LGA,BOS,7,0
5032.0,858.0,50.0,EV,CSG,ATL,3,1
566.0,860.0,70.0,WN,DAL,AMA,5,1
6261.0,769.0,95.0,OO,SFO,RDM,5,0
1155.0,890.0,105.0,WN,BNA,MCO,1,1
687.0,585.0,282.0,US,PHX,EWR,2,0
778.0,785.0,230.0,FL,LAS,ATL,1,0
1009.0,550.0,162.0,DL,MSP,ATL,3,1
521.0,780.0,60.0,WN,STL,MDW,4,1
3836.0,575.0,120.0,MQ,ORD,PHL,7,1
6764.0,408.0,97.0,OO,LNK,DEN,4,0
2575.0,870.0,191.0,XE,ATL,MSP,4,1
2328.0,475.0,140.0,AA,ATL,ORD,7,1
6843.0,346.0,32.0,OO,ATL,CWA,2,1
76.0,1240.0,362.0,US,PHL,SEA,4,1
1189.0,1155.0,137.0,US,DCA,MCO,2,1
5043.0,634.0,84.0,EV,MEM,ATL,6,0
7253.0,371.0,79.0,YV,CLT,IAD,6,0
1299.0,1115.0,150.0,AA,MIA,SJU,4,0
59.0,645.0,65.0,WN,ATL,GEG,4,1
6345.0,360.0,125.0,OO,PSC,SFO,3,0
6256.0,942.0,63.0,OO,FWA,ORD,4,0
1952.0,590.0,75.0,WN,OAK,LAX,1,1
2675.0,690.0,67.0,XE,EWR,ORF,7,1
4749.0,910.0,108.0,OO,SLC,ONT,3,1
237.0,1090.0,109.0,B6,SLC,LGB,4,1
6379.0,551.0,62.0,OO,SBP,LAX,5,1
2001.0,840.0,95.0,WN,TUL,HOU,6,0
2403.0,750.0,130.0,WN,TPA,BWI,6,0
5048.0,697.0,73.0,EV,TRI,ATL,7,0
504.0,1175.0,137.0,UA,ATL,JAX,5,0
5244.0,465.0,81.0,EV,MOB,ATL,4,0
1030.0,835.0,100.0,AA,MSY,DFW,5,0
551.0,528.0,150.0,UA,ALB,ORD,7,1
461.0,795.0,212.0,B6,BOS,RSW,4,1
794.0,690.0,365.0,WN,BOS,PHX,1,1
4.0,925.0,76.0,CO,MSY,IAH,2,0
1620.0,645.0,75.0,WN,PHX,SAN,6,0
1599.0,699.0,196.0,CO,DTW,IAH,5,1
7129.0,1189.0,86.0,EV,CVG,ORD,2,0
2841.0,585.0,79.0,YV,ATL,YUM,3,1
2912.0,390.0,169.0,XE,EWR,ATL,3,0
1047.0,1035.0,92.0,US,DCA,CLT,3,1
7806.0,776.0,89.0,OO,COD,SLC,7,0
3692.0,580.0,60.0,WN,MSY,BHM,3,1
160.0,824.0,88.0,UA,ATL,OMA,2,0
474.0,1055.0,157.0,AS,SEA,LAX,3,0
3725.0,460.0,77.0,9E,DTW,BUF,3,1
734.0,895.0,145.0,AA,MIA,DCA,2,0
3908.0,965.0,82.0,9E,ATL,SDF,4,0
2157.0,680.0,134.0,DL,SLC,SEA,3,1
873.0,725.0,125.0,WN,BWI,JAX,4,1
2731.0,445.0,118.0,DL,DTW,STL,5,0
4853.0,1096.0,63.0,OO,JAC,SLC,4,1
2923.0,920.0,112.0,XE,CLE,ATL,7,0
408.0,750.0,291.0,B6,PHX,BOS,5,1
4640.0,875.0,96.0,OO,MSP,RAP,4,1
560.0,1230.0,140.0,WN,DEN,ONT,5,1
242.0,785.0,135.0,WN,MCO,PIT,2,1
2282.0,795.0,210.0,AA,SFO,DFW,4,0
817.0,565.0,205.0,AA,DFW,BUR,5,0
5583.0,340.0,49.0,EV,CHA,ATL,4,0
2108.0,1155.0,150.0,WN,TPA,HOU,2,0
1099.0,615.0,115.0,AA,DFW,ABQ,7,1
4288.0,945.0,85.0,9E,MKE,CVG,4,0
2183.0,1020.0,76.0,US,LGA,DCA,1,0
779.0,390.0,140.0,WN,BWI,MCO,1,0
3768.0,515.0,98.0,9E,ELM,DTW,5,1
667.0,1267.0,217.0,CO,SEA,ANC,3,1
4242.0,730.0,105.0,MQ,ATL,JFK,4,1
1160.0,50.0,145.0,AA,LAS,DFW,7,0
738.0,1065.0,76.0,US,PIT,PHL,7,0
1743.0,885.0,90.0,AA,DFW,MCI,7,1
1349.0,1100.0,60.0,AA,OKC,DFW,2,1
496.0,1355.0,102.0,US,PHX,DEN,6,0
1333.0,1010.0,215.0,WN,LIT,LAS,7,1
4081.0,820.0,60.0,MQ,ORD,IND,2,0
491.0,491.0,128.0,UA,DEN,PHX,1,0
3787.0,1030.0,123.0,9E,SBN,ATL,5,0
2016.0,950.0,169.0,DL,DEN,ATL,7,1
1797.0,680.0,332.0,US,PHL,LAS,3,0
1926.0,700.0,255.0,WN,ATL,BWI,3,1
181.0,771.0,49.0,HA,ITO,HNL,7,0
741.0,1001.0,130.0,UA,MDT,ORD,4,0
823.0,1010.0,170.0,WN,BOS,MDW,1,1
2287.0,1145.0,85.0,WN,PHL,RDU,2,0
936.0,846.0,68.0,FL,ATL,JAX,7,0
6681.0,440.0,136.0,OO,BUR,DEN,4,0
833.0,420.0,76.0,US,RIC,CLT,6,0
1138.0,820.0,75.0,WN,JAX,BHM,1,1
2963.0,645.0,70.0,WN,PHX,LAS,1,0
987.0,550.0,70.0,WN,CMH,MDW,1,1
6215.0,1125.0,133.0,OO,DEN,FCA,6,1
866.0,1095.0,218.0,UA,LAS,ORD,2,0
4085.0,475.0,104.0,9E,JFK,BUF,4,0
369.0,522.0,144.0,UA,SAT,DEN,4,0
5115.0,655.0,76.0,EV,ATL,CHS,3,0
1416.0,720.0,165.0,B6,LGB,AUS,3,1
853.0,610.0,105.0,WN,LAS,SFO,4,1
1844.0,530.0,97.0,DL,ATL,DCA,2,1
1863.0,972.0,166.0,DL,ATL,MSP,2,0
6304.0,1031.0,92.0,OO,BIL,DEN,3,0
2091.0,1005.0,90.0,WN,STL,DTW,6,0
5254.0,761.0,86.0,EV,SAV,ATL,2,1
7307.0,742.0,98.0,YV,IAD,CHS,1,1
5987.0,1065.0,144.0,XE,AVP,ORD,6,1
1498.0,420.0,174.0,DL,FLL,LGA,4,0
1114.0,895.0,106.0,B6,MCO,RIC,3,0
1647.0,660.0,166.0,DL,LGA,ATL,5,0
3758.0,625.0,88.0,9E,DTW,AVP,6,0
2583.0,500.0,265.0,DL,ATL,SLC,6,0
43.0,742.0,77.0,AS,ANC,BET,3,0
2708.0,465.0,151.0,DL,FLL,CVG,1,0
