flight,time,length,dayofweek,delay
3272.0,455.0,135.0,2.0,0.0
314.0,845.0,255.0,6.0,1.0
6385.0,779.0,147.0,6.0,1.0
2817.0,570.0,262.0,1.0,0.0
283.0,1144.0,152.0,5.0,0.0
16.0,725.0,116.0,6.0,0.0
2964.0,786.0,75.0,6.0,0.0
5564.0,360.0,95.0,7.0,1.0
4471.0,630.0,168.0,5.0,1.0
882.0,472.0,138.0,1.0,0.0
2091.0,395.0,162.0,6.0,0.0
4970.0,680.0,94.0,5.0,0.0
1241.0,415.0,205.0,2.0,0.0
1077.0,428.0,221.0,4.0,1.0
1844.0,830.0,265.0,7.0,1.0
6616.0,709.4,60.0,3.0,0.0
480.0,858.6,165.0,2.0,0.0
5127.0,764.0,56.0,4.0,0.0
695.0,738.0,63.0,3.0,1.0
4238.0,490.0,95.0,2.0,1.0
4532.0,1310.0,102.0,3.0,1.0
6.0,555.0,69.0,2.0,0.0
4051.0,650.2,90.0,2.0,1.0
752.0,1300.0,196.0,3.0,0.0
534.0,781.0,99.0,2.0,1.0
469.0,360.0,225.0,4.0,1.0
3507.0,710.0,80.0,1.0,1.0
1468.0,635.8,113.0,5.0,0.0
329.0,1135.0,90.0,1.0,1.0
2781.0,730.0,115.0,3.0,1.0
6738.0,1028.0,151.0,7.0,0.0
241.0,717.0,275.0,4.0,0.0
966.0,707.0,88.0,1.0,0.0
674.0,545.0,132.0,3.0,0.0
1003.0,920.0,145.0,1.0,1.0
2441.0,450.0,145.0,2.0,1.0
7131.0,594.8,83.0,3.0,0.0
659.0,735.0,157.0,1.0,0.0
880.0,513.2,105.0,5.0,0.0
633.0,345.0,233.0,7.0,0.0
1154.0,410.0,170.0,5.0,0.0
912.0,873.4,83.0,1.0,0.0
2480.0,831.2,82.0,5.0,1.0
1510.0,435.0,85.0,1.0,0.0
1621.0,955.0,105.0,6.0,1.0
59.0,1170.0,65.0,2.0,0.0
7072.0,607.2,110.0,7.0,1.0
2537.0,1290.0,235.0,5.0,0.0
1055.0,811.0,32.0,2.0,0.0
7260.0,1174.0,88.0,1.0,0.0
351.0,660.0,65.0,5.0,1.0
3347.0,770.0,85.0,5.0,1.0
6455.0,727.0,80.0,5.0,1.0
938.0,695.0,111.0,7.0,1.0
1099.0,963.4,135.0,5.0,0.0
3142.0,760.0,65.0,3.0,0.0
397.0,1265.0,50.0,7.0,0.0
2693.0,686.0,55.0,7.0,1.0
2710.0,345.0,132.0,2.0,1.0
633.0,630.0,90.0,7.0,0.0
22.0,900.0,315.0,4.0,1.0
5505.0,692.6,103.0,5.0,1.0
573.0,1074.0,133.0,2.0,1.0
1762.0,615.0,104.0,3.0,1.0
707.0,420.0,250.0,4.0,1.0
1194.0,722.6,175.0,1.0,1.0
513.0,1050.8,105.0,4.0,1.0
4752.0,754.6,93.0,4.0,0.0
2293.0,531.4,95.0,7.0,1.0
6273.0,705.0,71.0,6.0,0.0
1085.0,390.0,245.0,3.0,0.0
3792.0,819.6,95.0,6.0,1.0
2952.0,755.0,135.0,4.0,0.0
2722.0,1085.0,125.0,3.0,0.0
3033.0,630.0,40.0,6.0,0.0
2851.0,690.0,66.0,7.0,1.0
4995.0,814.4,97.0,7.0,1.0
902.0,565.0,60.0,3.0,0.0
6379.0,556.0,62.0,7.0,1.0
5013.0,685.0,74.0,1.0,0.0
1181.0,713.6,157.0,7.0,0.0
6352.0,786.6,102.0,5.0,1.0
645.0,725.0,195.0,7.0,0.0
3906.0,714.0,61.0,7.0,1.0
2526.0,420.0,134.0,3.0,0.0
91.0,698.8,401.0,3.0,1.0
551.0,728.6,139.0,5.0,0.0
5998.0,430.0,136.0,4.0,0.0
84.0,730.0,139.0,2.0,1.0
1319.0,905.0,142.0,2.0,0.0
725.0,735.2,239.0,5.0,1.0
611.0,824.0,75.0,5.0,1.0
396.0,682.4,176.0,3.0,1.0
2135.0,465.0,135.0,3.0,0.0
501.0,600.0,170.0,7.0,0.0
4614.0,625.0,97.0,3.0,1.0
1007.0,671.2,81.0,3.0,0.0
731.0,670.0,220.0,7.0,0.0
1015.0,668.0,62.0,4.0,0.0
5146.0,1125.0,57.0,4.0,1.0
4309.0,895.0,130.0,1.0,1.0
622.0,851.0,70.0,6.0,1.0
1002.0,520.0,60.0,4.0,0.0
3077.0,432.0,63.0,3.0,0.0
6825.0,624.8,69.0,7.0,1.0
1586.0,460.0,134.0,7.0,0.0
1587.0,590.0,125.0,5.0,0.0
3330.0,420.0,135.0,1.0,1.0
774.0,480.0,160.0,1.0,1.0
10.0,892.0,305.0,6.0,1.0
209.0,575.4,271.0,6.0,0.0
3073.0,385.0,90.0,4.0,0.0
2336.0,487.4,98.0,3.0,1.0
716.0,1009.6,145.0,5.0,0.0
1719.0,730.0,305.0,6.0,0.0
1189.0,1155.0,137.0,7.0,1.0
1280.0,380.0,215.0,7.0,0.0
377.0,809.0,182.0,3.0,0.0
1292.0,518.8,98.0,3.0,0.0
128.0,450.0,68.0,1.0,1.0
1256.0,695.0,65.0,5.0,1.0
40.0,770.0,75.0,2.0,1.0
2427.0,895.0,112.0,4.0,1.0
149.0,635.0,212.0,6.0,0.0
597.0,1200.0,85.0,4.0,1.0
503.0,750.0,180.0,5.0,1.0
6756.0,544.8,47.0,4.0,0.0
2787.0,492.6,75.0,3.0,1.0
5094.0,1305.0,66.0,6.0,0.0
1121.0,574.0,195.0,5.0,1.0
2923.0,538.0,112.0,2.0,0.0
3452.0,360.0,70.0,5.0,1.0
4979.0,360.0,69.0,7.0,0.0
1425.0,455.0,80.0,2.0,1.0
763.0,693.0,90.0,3.0,0.0
1474.0,455.0,215.0,4.0,0.0
4627.0,785.0,77.0,3.0,1.0
625.0,705.0,140.0,7.0,0.0
1972.0,610.0,255.0,7.0,1.0
547.0,1115.8,50.0,1.0,1.0
1717.0,675.0,205.0,7.0,1.0
481.0,795.0,115.0,3.0,1.0
5533.0,633.0,112.0,4.0,0.0
1865.0,682.0,205.0,5.0,1.0
198.0,686.0,319.0,5.0,1.0
689.0,744.6,271.0,7.0,1.0
1228.0,757.0,138.0,4.0,0.0
1122.0,670.0,105.0,2.0,0.0
464.0,695.0,65.0,5.0,1.0
1465.0,1035.0,395.0,7.0,1.0
52.0,976.0,56.0,7.0,1.0
2492.0,831.0,94.0,4.0,1.0
2915.0,515.0,270.0,7.0,0.0
6897.0,510.0,46.0,4.0,0.0
221.0,360.0,149.0,5.0,0.0
1551.0,1135.0,155.0,4.0,0.0
3832.0,705.0,101.0,2.0,0.0
27.0,930.0,381.0,4.0,0.0
1999.0,985.0,205.0,1.0,0.0
544.0,988.0,102.0,7.0,0.0
885.0,740.0,70.0,5.0,1.0
755.0,650.0,175.0,4.0,1.0
1270.0,615.0,88.0,4.0,1.0
876.0,755.0,330.0,5.0,1.0
1664.0,1000.0,250.0,3.0,1.0
522.0,1018.8,105.0,4.0,1.0
637.0,660.2,85.0,7.0,1.0
2601.0,555.0,179.0,4.0,0.0
4182.0,540.0,115.0,5.0,1.0
1819.0,971.0,130.0,7.0,1.0
345.0,455.0,143.0,4.0,1.0
315.0,560.0,136.0,3.0,0.0
6645.0,665.8,33.0,2.0,1.0
2644.0,728.4,86.0,5.0,0.0
34.0,719.0,85.0,1.0,0.0
28.0,780.0,55.0,5.0,0.0
499.0,792.2,130.0,6.0,0.0
5988.0,455.0,71.0,4.0,0.0
522.0,645.0,151.0,5.0,1.0
1389.0,550.0,70.0,4.0,1.0
193.0,664.8,320.0,1.0,1.0
923.0,630.0,130.0,1.0,0.0
3048.0,610.8,91.0,4.0,0.0
355.0,1010.0,195.0,3.0,1.0
2433.0,683.0,91.0,2.0,0.0
4609.0,576.0,125.0,7.0,1.0
6632.0,610.0,107.0,7.0,0.0
174.0,586.0,104.0,3.0,0.0
36.0,425.0,199.0,4.0,1.0
796.0,617.0,85.0,4.0,1.0
2898.0,480.0,65.0,3.0,0.0
647.0,1260.0,255.0,6.0,0.0
4216.0,520.0,135.0,2.0,0.0
1800.0,585.0,134.0,5.0,0.0
6302.0,868.0,51.0,1.0,1.0
2374.0,1058.0,151.0,4.0,0.0
2142.0,980.0,139.0,4.0,1.0
4129.0,775.0,65.0,7.0,1.0
532.0,1130.0,157.0,3.0,0.0
4359.0,585.0,55.0,4.0,1.0
2667.0,453.0,63.0,4.0,0.0
405.0,620.0,272.0,4.0,1.0
3237.0,700.0,170.0,6.0,0.0
17.0,592.0,279.0,5.0,1.0
113.0,731.0,146.0,3.0,0.0
214.0,530.0,120.0,5.0,0.0
6454.0,461.0,147.0,3.0,0.0
1402.0,715.0,150.0,6.0,1.0
401.0,672.0,229.0,5.0,1.0
282.0,470.0,213.0,6.0,1.0
743.0,995.0,205.0,2.0,1.0
2145.0,841.0,139.0,6.0,1.0
5429.0,581.2,98.0,3.0,0.0
3259.0,705.0,150.0,7.0,0.0
675.0,493.4,240.0,4.0,1.0
87.0,1049.8,326.0,1.0,0.0
4536.0,739.0,60.0,2.0,0.0
888.0,660.0,95.0,5.0,0.0
2806.0,750.0,214.0,6.0,0.0
453.0,765.0,255.0,6.0,1.0
868.0,666.0,185.0,5.0,1.0
6488.0,569.0,181.0,4.0,0.0
515.0,420.0,175.0,2.0,0.0
1620.0,695.0,169.0,7.0,1.0
1605.0,936.8,104.0,1.0,0.0
1869.0,1079.0,83.0,5.0,1.0
4588.0,865.0,180.0,7.0,0.0
1793.0,865.0,140.0,2.0,1.0
2466.0,617.0,176.0,5.0,0.0
310.0,675.0,223.0,1.0,0.0
2599.0,778.0,161.0,1.0,1.0
7812.0,757.4,59.0,3.0,1.0
4947.0,802.2,65.0,1.0,0.0
4328.0,420.0,103.0,3.0,0.0
2927.0,505.0,50.0,1.0,0.0
160.0,717.0,187.0,4.0,0.0
4959.0,420.0,82.0,6.0,1.0
1100.0,1055.0,75.0,7.0,0.0
459.0,750.0,157.0,4.0,1.0
3946.0,375.0,118.0,4.0,0.0
339.0,466.0,292.0,5.0,0.0
2382.0,498.6,110.0,1.0,0.0
71.0,522.0,215.0,2.0,1.0
77.0,600.4,187.0,4.0,1.0
2538.0,620.0,114.0,5.0,0.0
138.0,830.6,360.0,6.0,0.0
1002.0,600.0,95.0,4.0,1.0
404.0,660.0,134.0,3.0,1.0
814.0,689.0,145.0,3.0,0.0
245.0,770.0,186.0,7.0,1.0
1050.0,712.0,60.0,1.0,1.0
333.0,447.0,102.0,1.0,1.0
6746.0,801.6,138.0,4.0,0.0
2405.0,525.0,86.0,2.0,0.0
708.0,360.0,60.0,4.0,0.0
4196.0,1160.0,120.0,2.0,1.0
1578.0,740.0,121.0,6.0,1.0
4845.0,728.0,155.0,7.0,0.0
5910.0,669.0,124.0,5.0,0.0
785.0,1305.0,75.0,2.0,1.0
261.0,375.0,88.0,6.0,0.0
1765.0,615.0,387.0,4.0,1.0
2146.0,330.0,85.0,4.0,0.0
6356.0,1132.0,111.0,2.0,0.0
4849.0,1165.0,119.0,4.0,0.0
2370.0,1065.0,190.0,3.0,0.0
4124.0,715.0,124.0,6.0,1.0
2431.0,577.2,70.0,3.0,0.0
2724.0,1165.0,60.0,6.0,1.0
6626.0,680.0,136.0,5.0,0.0
6274.0,675.0,55.0,1.0,1.0
3852.0,610.0,67.0,7.0,0.0
1292.0,460.0,115.0,6.0,0.0
1807.0,575.0,260.0,4.0,0.0
1546.0,841.0,100.0,1.0,1.0
441.0,595.0,75.0,4.0,1.0
2440.0,670.0,134.0,1.0,0.0
5315.0,994.0,78.0,5.0,0.0
6246.0,610.0,69.0,1.0,0.0
236.0,455.0,268.0,6.0,0.0
1685.0,755.0,175.0,2.0,1.0
3921.0,710.0,105.0,7.0,0.0
201.0,433.0,49.0,7.0,0.0
2914.0,723.0,92.0,3.0,0.0
7270.0,884.6,115.0,1.0,1.0
4116.0,840.0,110.0,4.0,0.0
621.0,1230.0,136.0,5.0,0.0
625.0,360.0,80.0,4.0,1.0
1843.0,530.0,270.0,4.0,0.0
1135.0,705.0,170.0,5.0,1.0
1812.0,1290.0,127.0,4.0,1.0
988.0,690.0,146.0,5.0,1.0
489.0,489.0,83.0,3.0,0.0
1784.0,480.0,90.0,6.0,0.0
707.0,360.0,160.0,4.0,0.0
229.0,505.0,342.0,6.0,0.0
2437.0,535.0,74.0,6.0,0.0
896.0,786.0,120.0,3.0,0.0
6944.0,370.0,48.0,6.0,0.0
5209.0,725.0,58.0,5.0,1.0
6915.0,759.2,44.0,6.0,1.0
6544.0,610.0,45.0,5.0,0.0
3535.0,1320.0,65.0,6.0,1.0
739.0,670.0,245.0,5.0,0.0
2976.0,513.4,150.0,4.0,1.0
14.0,980.0,322.0,7.0,0.0
161.0,585.0,90.0,2.0,1.0
44.0,1020.0,55.0,2.0,1.0
4556.0,1189.0,106.0,7.0,1.0
6824.0,950.0,63.0,6.0,1.0
984.0,673.0,124.0,5.0,1.0
391.0,670.0,115.0,7.0,1.0
357.0,1140.0,90.0,7.0,1.0
1268.0,986.0,76.0,6.0,1.0
5215.0,761.0,89.0,4.0,0.0
4087.0,1200.0,125.0,1.0,0.0
826.0,877.0,65.0,4.0,0.0
2445.0,797.2,60.0,3.0,1.0
1151.0,1190.0,70.0,2.0,1.0
1790.0,709.0,97.0,5.0,0.0
1495.0,590.0,225.0,5.0,0.0
2042.0,385.0,150.0,5.0,0.0
586.0,1245.0,167.0,6.0,1.0
1810.0,527.0,111.0,1.0,0.0
596.0,765.0,177.0,6.0,1.0
1640.0,595.0,128.0,4.0,0.0
4287.0,615.0,112.0,7.0,0.0
217.0,740.0,140.0,4.0,1.0
520.0,745.0,95.0,4.0,0.0
3812.0,845.0,56.0,7.0,0.0
3106.0,635.0,140.0,5.0,1.0
1662.0,1170.0,126.0,6.0,0.0
2034.0,1050.0,130.0,3.0,0.0
1524.0,875.8,106.0,2.0,0.0
48.0,804.2,105.0,4.0,1.0
360.0,455.0,127.0,1.0,0.0
177.0,790.8,401.0,4.0,0.0
5005.0,706.0,123.0,7.0,1.0
186.0,570.0,227.0,3.0,0.0
7019.0,1012.0,62.0,3.0,0.0
2117.0,560.0,86.0,5.0,1.0
1800.0,450.0,90.0,1.0,1.0
2570.0,704.8,63.0,3.0,1.0
7107.0,360.0,140.0,7.0,1.0
6691.0,555.0,143.0,7.0,0.0
318.0,1110.0,160.0,7.0,0.0
6846.0,641.0,82.0,3.0,1.0
2451.0,611.0,87.0,3.0,1.0
2661.0,455.0,90.0,7.0,0.0
2730.0,450.0,223.0,4.0,0.0
327.0,572.0,110.0,4.0,1.0
2005.0,789.0,237.0,4.0,1.0
2798.0,480.0,140.0,3.0,1.0
1183.0,866.0,50.0,7.0,1.0
1793.0,1055.0,171.0,5.0,0.0
1459.0,576.0,223.0,4.0,1.0
2854.0,752.6,50.0,5.0,1.0
4476.0,785.0,63.0,1.0,0.0
5926.0,691.0,87.0,2.0,1.0
434.0,525.0,124.0,6.0,0.0
612.0,525.0,148.0,5.0,0.0
629.0,760.0,95.0,5.0,1.0
543.0,410.0,195.0,4.0,0.0
6512.0,463.0,131.0,4.0,1.0
5329.0,1036.0,84.0,4.0,0.0
1631.0,569.0,102.0,4.0,0.0
1396.0,797.0,85.0,2.0,1.0
1784.0,868.0,155.0,4.0,1.0
6734.0,699.0,111.0,3.0,0.0
6682.0,820.0,130.0,1.0,0.0
1422.0,657.0,116.0,2.0,0.0
1429.0,706.0,84.0,5.0,1.0
495.0,395.0,95.0,1.0,0.0
606.0,775.0,65.0,3.0,1.0
555.0,420.0,180.0,6.0,1.0
1035.0,575.0,115.0,3.0,1.0
459.0,1185.0,201.0,5.0,1.0
7083.0,792.4,59.0,5.0,0.0
1131.0,425.0,100.0,3.0,1.0
1079.0,920.0,360.0,4.0,1.0
1084.0,737.8,112.0,7.0,0.0
1387.0,810.0,72.0,5.0,0.0
2731.0,866.0,49.0,4.0,1.0
6868.0,1299.0,122.0,5.0,0.0
6554.0,998.0,122.0,3.0,0.0
5263.0,513.0,147.0,3.0,1.0
532.0,370.0,145.0,3.0,0.0
6736.0,483.0,67.0,2.0,0.0
277.0,545.0,178.0,6.0,0.0
4954.0,601.0,109.0,2.0,1.0
1098.0,490.0,130.0,5.0,0.0
3698.0,1160.0,160.0,4.0,1.0
233.0,690.0,109.0,3.0,0.0
2772.0,786.4,131.0,5.0,1.0
6521.0,884.0,69.0,1.0,0.0
6236.0,631.0,79.0,1.0,1.0
961.0,435.0,180.0,2.0,0.0
2447.0,515.4,162.0,1.0,1.0
20.0,465.0,225.0,1.0,1.0
2628.0,1160.0,53.0,5.0,0.0
4354.0,480.0,50.0,3.0,1.0
317.0,589.0,126.0,4.0,0.0
1063.0,515.0,270.0,7.0,1.0
154.0,829.6,290.0,5.0,0.0
11.0,570.0,60.0,5.0,0.0
2919.0,345.0,58.0,2.0,0.0
1777.0,1150.0,133.0,1.0,1.0
1141.0,461.0,169.0,4.0,0.0
5580.0,895.0,108.0,7.0,1.0
1121.0,565.0,136.0,5.0,1.0
266.0,616.0,238.0,2.0,1.0
1926.0,445.0,122.0,3.0,0.0
1533.0,921.2,55.0,1.0,1.0
386.0,625.0,175.0,4.0,1.0
489.0,480.0,84.0,4.0,0.0
1275.0,782.0,125.0,3.0,1.0
4207.0,881.0,110.0,4.0,0.0
1037.0,830.0,37.0,1.0,0.0
1600.0,455.0,153.0,2.0,0.0
497.0,550.0,205.0,1.0,1.0
2616.0,639.2,130.0,6.0,1.0
1667.0,648.0,92.0,1.0,1.0
487.0,498.4,189.0,1.0,0.0
2.0,560.0,332.0,6.0,0.0
4180.0,685.0,115.0,7.0,1.0
4510.0,950.0,113.0,7.0,1.0
1087.0,751.6,135.0,3.0,0.0
1333.0,652.0,165.0,7.0,1.0
1062.0,835.0,130.0,7.0,1.0
6812.0,567.0,58.0,6.0,1.0
4957.0,1366.0,74.0,3.0,0.0
4372.0,430.0,170.0,3.0,1.0
6587.0,1160.0,110.0,5.0,0.0
1171.0,460.0,170.0,4.0,0.0
63.0,1045.0,244.0,2.0,0.0
2813.0,735.0,145.0,3.0,1.0
6693.0,644.4,87.0,3.0,0.0
4093.0,405.0,50.0,1.0,1.0
75.0,650.0,155.0,5.0,0.0
2910.0,780.0,130.0,3.0,0.0
433.0,756.0,121.0,5.0,1.0
371.0,1139.0,162.0,5.0,0.0
1993.0,665.0,136.0,5.0,0.0
18.0,1380.0,329.0,1.0,1.0
852.0,668.2,337.0,2.0,1.0
938.0,695.0,111.0,3.0,0.0
2020.0,945.0,60.0,2.0,0.0
110.0,385.0,163.0,5.0,0.0
315.0,790.0,130.0,6.0,0.0
598.0,788.0,97.0,4.0,1.0
318.0,639.6,186.0,4.0,1.0
3699.0,765.0,160.0,3.0,1.0
4596.0,680.0,97.0,5.0,1.0
307.0,673.0,42.0,4.0,1.0
7282.0,571.4,77.0,5.0,0.0
38.0,375.0,154.0,4.0,0.0
124.0,831.6,95.0,3.0,0.0
1026.0,565.0,125.0,1.0,1.0
6430.0,1115.0,161.0,7.0,1.0
176.0,525.0,70.0,7.0,1.0
2612.0,465.0,138.0,5.0,1.0
875.0,1090.0,120.0,5.0,0.0
254.0,580.0,105.0,7.0,1.0
6765.0,642.0,38.0,7.0,0.0
4756.0,520.0,108.0,2.0,0.0
1025.0,790.4,99.0,4.0,0.0
51.0,990.0,57.0,7.0,0.0
2651.0,676.0,120.0,6.0,0.0
4689.0,875.0,110.0,2.0,1.0
1170.0,895.0,87.0,3.0,0.0
4117.0,390.0,145.0,3.0,1.0
917.0,381.0,170.0,4.0,1.0
66.0,1018.0,50.0,1.0,1.0
5914.0,669.0,124.0,6.0,0.0
683.0,764.6,275.0,4.0,0.0
355.0,513.0,117.0,4.0,1.0
1027.0,750.0,141.0,2.0,0.0
307.0,1095.0,300.0,4.0,0.0
2570.0,704.8,61.0,2.0,1.0
1534.0,905.0,95.0,3.0,0.0
1871.0,660.0,180.0,2.0,1.0
4665.0,1300.0,62.0,7.0,0.0
6632.0,605.0,107.0,7.0,0.0
367.0,631.6,118.0,7.0,1.0
5899.0,830.0,72.0,4.0,0.0
404.0,660.0,134.0,4.0,0.0
2467.0,624.8,84.0,4.0,1.0
1231.0,420.0,185.0,5.0,0.0
2939.0,360.0,115.0,4.0,0.0
6750.0,620.0,55.0,7.0,0.0
1487.0,640.0,255.0,5.0,1.0
239.0,425.0,175.0,1.0,0.0
49.0,750.4,260.0,2.0,0.0
6630.0,453.0,139.0,7.0,1.0
3040.0,525.0,88.0,4.0,0.0
896.0,461.0,165.0,2.0,0.0
4007.0,801.0,93.0,7.0,0.0
4109.0,983.0,136.0,7.0,0.0
1554.0,460.0,168.0,7.0,0.0
62.0,632.0,48.0,1.0,1.0
2768.0,653.2,170.0,4.0,0.0
855.0,395.0,110.0,2.0,1.0
155.0,1075.0,356.0,3.0,0.0
1325.0,655.0,120.0,3.0,0.0
162.0,405.0,186.0,5.0,0.0
4672.0,430.0,114.0,1.0,0.0
510.0,630.0,165.0,3.0,0.0
4083.0,972.0,83.0,1.0,0.0
1646.0,500.0,80.0,7.0,0.0
1613.0,810.0,280.0,5.0,1.0
981.0,618.0,75.0,1.0,0.0
172.0,816.0,335.0,1.0,1.0
1028.0,991.0,184.0,5.0,1.0
232.0,1060.0,267.0,5.0,1.0
2496.0,625.0,202.0,5.0,0.0
1625.0,360.0,120.0,3.0,0.0
38.0,375.0,154.0,2.0,1.0
2178.0,677.0,182.0,3.0,0.0
1642.0,695.0,105.0,5.0,1.0
2983.0,592.0,155.0,5.0,1.0
1233.0,776.0,98.0,4.0,1.0
801.0,678.0,80.0,5.0,0.0
468.0,360.0,132.0,5.0,0.0
1439.0,780.0,122.0,3.0,0.0
3046.0,740.0,68.0,2.0,0.0
4448.0,690.0,65.0,6.0,0.0
84.0,730.0,140.0,3.0,0.0
6732.0,723.0,67.0,2.0,1.0
2517.0,1185.0,278.0,4.0,1.0
2984.0,430.0,85.0,1.0,0.0
2417.0,569.8,278.0,2.0,0.0
6512.0,463.0,131.0,1.0,0.0
2074.0,450.0,145.0,6.0,0.0
467.0,460.0,45.0,4.0,0.0
1405.0,691.0,163.0,6.0,0.0
599.0,630.0,195.0,4.0,0.0
2806.0,360.0,222.0,4.0,0.0
414.0,1065.0,90.0,4.0,1.0
1986.0,700.0,135.0,4.0,1.0
37.0,470.0,176.0,3.0,1.0
1071.0,729.2,150.0,7.0,1.0
340.0,1050.0,150.0,4.0,1.0
1029.0,807.0,108.0,4.0,0.0
683.0,896.0,158.0,3.0,1.0
152.0,880.0,75.0,1.0,1.0
1353.0,642.0,255.0,6.0,0.0
6679.0,689.0,131.0,7.0,1.0
163.0,635.0,70.0,6.0,0.0
1247.0,841.0,157.0,5.0,0.0
4277.0,775.0,120.0,7.0,0.0
5247.0,630.0,57.0,5.0,0.0
2269.0,720.0,85.0,4.0,1.0
588.0,1100.0,171.0,6.0,1.0
74.0,758.0,117.0,5.0,0.0
3051.0,796.4,75.0,7.0,1.0
2524.0,771.4,515.0,3.0,1.0
5445.0,749.0,130.0,3.0,0.0
1568.0,715.0,115.0,4.0,0.0
557.0,633.0,80.0,5.0,0.0
3061.0,683.0,45.0,7.0,1.0
1538.0,810.0,180.0,3.0,1.0
1129.0,779.0,98.0,3.0,0.0
914.0,671.8,65.0,3.0,1.0
6770.0,370.0,100.0,5.0,0.0
278.0,550.0,135.0,5.0,1.0
494.0,360.0,80.0,1.0,0.0
4076.0,699.0,140.0,3.0,0.0
5576.0,834.4,70.0,5.0,1.0
1077.0,1055.0,75.0,3.0,1.0
7380.0,680.0,82.0,6.0,0.0
1912.0,675.0,145.0,6.0,0.0
7041.0,508.2,70.0,2.0,0.0
2428.0,540.0,190.0,2.0,0.0
1126.0,530.0,225.0,2.0,0.0
2370.0,645.0,90.0,5.0,0.0
3249.0,1260.0,80.0,3.0,1.0
1154.0,676.0,150.0,5.0,0.0
500.0,842.0,60.0,2.0,1.0
2854.0,885.0,135.0,6.0,1.0
2209.0,1120.0,159.0,3.0,1.0
