flight,time,length,airline,airportfrom,airportto,dayofweek,delay
740.0,606.0,160.0,UA,DEN,MSY,2,1
2660.0,480.0,90.0,WN,TUS,LAX,2,0
2500.0,775.0,114.0,XE,ELP,IAH,2,0
582.0,645.0,144.0,AS,PDX,SNA,7,0
710.0,515.0,303.0,US,LAX,PHL,7,1
752.0,506.0,204.0,UA,DEN,BWI,4,0
1367.0,1205.0,70.0,AA,DFW,IAH,7,0
30.0,1172.5,325.0,HA,OGG,SEA,4,0
2213.0,1140.0,158.0,DL,MSP,ORF,6,0
531.0,1035.0,162.0,AS,ONT,SEA,7,1
56.0,559.0,76.0,B6,JFK,BTV,4,0
314.0,835.0,256.0,DL,ATL,SLC,2,0
2696.0,1180.0,147.0,DL,MIA,DCA,5,0
6362.0,887.0,53.0,OH,HTS,CVG,4,0
4079.0,695.0,67.0,9E,SGF,MEM,4,0
2088.0,1135.0,155.0,DL,MSP,PHL,2,1
2025.0,837.0,138.0,DL,ATL,IAH,3,0
5602.0,991.0,65.0,EV,AVL,ATL,6,0
4429.0,1075.0,110.0,MQ,LGA,RDU,3,0
479.0,1155.0,66.0,CO,IAH,SAT,3,1
2697.0,1165.0,144.0,DL,MEM,MIA,3,1
1184.0,410.0,200.0,AA,PHX,ORD,4,0
6322.0,959.0,74.0,OO,ACV,SFO,5,1
277.0,1022.0,380.0,B6,FLL,SFO,6,1
5251.0,1170.0,150.0,EV,ATL,GRK,1,1
2352.0,886.0,113.0,DL,PBI,ATL,1,0
6449.0,739.0,102.0,OH,GSO,ATL,3,0
126.0,670.0,37.0,HA,HNL,OGG,2,0
293.0,871.0,149.0,B6,SEA,LGB,1,1
1048.0,480.0,185.0,AA,ORD,MIA,1,1
1315.0,725.0,242.0,DL,DTW,SLC,1,1
1020.0,710.0,80.0,AA,DFW,MSY,4,0
622.0,687.5,130.0,AS,PDX,LAS,5,0
3069.0,665.0,69.0,XE,HRL,IAH,3,0
683.0,435.0,263.0,CO,BOS,IAH,2,1
795.0,1075.0,80.0,WN,OKC,HOU,3,1
4682.0,370.0,112.0,OO,SJC,SLC,6,0
1635.0,905.0,250.0,AA,JFK,SJU,6,0
5315.0,1075.0,78.0,EV,CAE,ATL,1,1
1793.0,865.0,140.0,DL,JFK,DTW,5,1
1689.0,1080.0,214.0,CO,IAH,SAN,7,1
2770.0,1145.0,125.0,WN,MCO,BWI,6,0
1492.0,709.0,130.0,FL,MCO,CMH,1,0
2344.0,10.0,215.0,DL,LAS,CVG,2,0
1526.0,1200.0,118.0,DL,FLL,ATL,4,0
5492.0,1249.0,119.0,EV,ATL,GRR,7,1
354.0,1135.0,85.0,WN,TPA,BHM,7,0
1474.0,458.0,217.0,DL,MCO,MSP,4,0
1738.0,953.0,98.0,DL,SRQ,ATL,6,1
2840.0,525.0,74.0,YV,YUM,PHX,5,1
672.0,920.0,180.0,AA,STT,MIA,5,0
1299.0,845.0,355.0,DL,LAX,KOA,3,0
586.0,510.0,158.0,US,GEG,PHX,7,0
5276.0,520.0,61.0,EV,CHA,ATL,4,0
1439.0,1090.0,329.0,US,CLT,LAX,4,0
1678.0,705.0,145.0,WN,DEN,RNO,2,1
43.0,480.0,155.0,WN,MCO,BDL,5,0
2460.0,767.5,126.0,DL,ATL,ROC,2,1
132.0,1055.0,164.0,B6,RSW,JFK,3,1
415.0,1073.0,129.0,US,PHX,SFO,6,1
4598.0,1091.0,109.0,OO,SFO,SLC,3,1
3630.0,860.0,140.0,MQ,BNA,MIA,3,1
791.0,503.0,169.0,F9,DEN,PDX,1,1
6687.0,632.0,46.0,OO,SFO,MRY,2,0
1129.0,1307.0,98.0,DL,ATL,ORF,5,1
2623.0,965.0,89.0,YV,CLT,CVG,3,0
765.0,705.0,226.0,US,PHL,SJU,7,0
146.0,520.0,37.0,HA,HNL,OGG,3,0
5234.0,872.0,143.0,EV,FNT,ATL,7,1
1444.0,930.0,134.0,DL,CVG,JFK,4,1
5456.0,745.0,103.0,EV,BMI,ATL,6,1
189.0,945.0,59.0,AS,ANC,FAI,6,1
7106.0,1336.0,75.0,EV,IAD,CMH,4,0
2926.0,725.0,247.0,DL,SEA,MEM,2,1
6893.0,360.0,82.0,OO,ACV,SFO,3,0
1502.0,1220.0,80.0,WN,SLC,LAS,5,1
4005.0,1060.0,129.0,9E,TUL,ATL,1,1
5268.0,435.0,87.0,EV,TRI,ATL,2,0
1951.0,615.0,65.0,WN,MDW,STL,6,1
2977.0,870.0,140.0,WN,LGA,MDW,6,1
6473.0,1028.0,102.0,OO,BIS,DEN,1,0
238.0,555.0,203.0,CO,EWR,MIA,1,1
1608.0,1175.0,133.0,US,MCO,PHL,5,0
1574.0,580.0,207.0,DL,MCO,MSP,7,0
3049.0,420.0,50.0,MQ,SAN,LAX,4,0
6370.0,1265.0,91.0,OO,SFO,RDM,6,0
491.0,1145.0,166.0,F9,DEN,CAK,4,0
5274.0,895.0,98.0,EV,DCA,BOS,5,1
1815.0,795.0,185.0,WN,AUS,LAS,1,1
631.0,695.0,190.0,AS,TUS,SEA,6,0
2667.0,595.0,201.0,YV,CLT,SAT,5,0
1244.0,587.0,251.0,US,PHX,DCA,4,0
2340.0,1350.0,330.0,DL,SFO,JFK,6,0
5120.0,821.0,102.0,EV,ATL,LIT,4,0
4341.0,460.0,115.0,MQ,ORD,RIC,3,0
72.0,448.0,120.0,FL,FLL,ATL,5,0
4022.0,980.0,90.0,9E,ECP,MEM,2,0
1467.0,1071.0,152.0,FL,MDW,MCO,5,1
660.0,770.0,100.0,WN,PHX,SLC,3,1
600.0,837.0,142.0,AS,SEA,LAS,6,1
7810.0,904.0,66.0,OO,SUN,SLC,7,0
971.0,465.0,70.0,WN,ONT,SJC,2,0
1309.0,1050.0,82.0,B6,JFK,IAD,4,0
1170.0,892.5,170.0,DL,GEG,MSP,4,1
2729.0,735.0,50.0,MQ,DFW,ABI,6,0
5580.0,980.0,95.0,EV,STL,ATL,5,1
4690.0,463.0,107.0,OO,LAX,SLC,4,0
4377.0,605.0,134.0,9E,DTW,SAV,6,0
6403.0,1175.0,175.0,OH,JFK,STL,7,1
2812.0,730.0,60.0,WN,RDU,BWI,1,1
696.0,695.0,290.0,WN,LAX,BWI,1,1
824.0,660.0,170.0,AA,FLL,JFK,4,0
267.0,625.0,155.0,WN,PHX,OMA,1,1
3824.0,1165.0,130.0,9E,MSP,XNA,2,0
328.0,1375.0,270.0,FL,SFO,ATL,2,1
4290.0,660.0,95.0,MQ,BNA,ORD,2,1
2978.0,745.5,125.0,WN,IAD,MDW,4,0
5330.0,831.0,61.0,EV,HSV,ATL,3,1
4945.0,525.0,60.0,EV,MGM,ATL,7,1
2703.0,405.0,86.0,YV,SDF,CLT,6,0
1452.0,440.0,56.0,US,MYR,CLT,4,0
2583.0,715.0,125.0,AA,DFW,DEN,2,0
2207.0,990.0,106.0,XE,ICT,IAH,5,0
765.0,705.0,95.0,WN,LAS,SMF,3,0
782.0,596.0,120.0,FL,PHF,MCO,3,0
1448.0,1305.0,111.0,DL,DTW,LGA,4,1
421.0,445.0,55.0,WN,DAL,AUS,1,1
2786.0,415.0,110.0,MQ,GPT,DFW,4,0
574.0,1135.0,157.0,CO,IAH,PIT,7,1
835.0,875.0,145.0,AA,IND,DFW,7,0
731.0,615.0,255.0,AA,LGA,DFW,1,0
490.0,955.0,105.0,US,PHX,DEN,7,0
373.0,1331.0,163.0,US,CLT,DFW,4,1
3020.0,555.0,65.0,MQ,FAT,LAX,4,1
1906.0,1010.0,264.0,DL,LAX,DTW,2,1
1455.0,435.0,165.0,CO,PBI,EWR,6,0
597.0,1275.0,198.0,CO,IAH,LAS,6,0
133.0,880.0,252.0,CO,LGA,IAH,5,1
1185.0,1005.0,158.0,CO,EWR,ORD,1,1
843.0,995.0,65.0,WN,PHX,LAS,1,0
3706.0,769.0,122.0,9E,HOU,ATL,4,0
445.0,409.0,256.0,UA,BWI,DEN,4,0
598.0,635.0,70.0,WN,GEG,PDX,1,0
1798.0,590.0,90.0,WN,SAN,OAK,6,0
3088.0,717.0,108.0,XE,MCI,CLE,4,0
2073.0,905.0,73.0,XE,IAH,MFE,7,1
2914.0,723.0,92.0,YV,BFL,PHX,3,0
1074.0,921.5,125.0,AA,DFW,ATL,7,1
1069.0,1120.0,190.0,AA,RDU,DFW,7,0
217.0,880.0,130.0,F9,AUS,DEN,1,0
2795.0,905.0,108.0,DL,SLC,SAN,6,0
925.0,1140.0,120.0,WN,DEN,MSP,5,1
3074.0,1070.0,62.0,OO,MKE,IND,6,1
3696.0,602.0,133.0,9E,IAD,ATL,3,1
663.0,1302.0,122.0,UA,DEN,LAS,2,0
6592.0,1200.0,105.0,OO,ORD,AVL,4,1
7301.0,609.0,91.0,YV,PVD,IAD,6,1
2794.0,580.0,135.0,DL,ATL,PHL,2,0
6337.0,783.0,57.0,OO,GJT,DEN,3,1
2370.0,860.0,90.0,WN,DAL,BHM,6,0
6704.0,1185.0,78.0,OO,DEN,LNK,1,0
6945.0,618.0,107.0,OO,DEN,DSM,7,0
1197.0,820.0,316.0,US,PHL,PHX,6,0
7765.0,741.0,59.0,OO,PIH,SLC,6,0
2102.0,495.0,75.0,WN,SJC,SNA,4,0
1507.0,577.0,279.0,US,CLT,PHX,5,1
5038.0,390.0,108.0,EV,DCA,CVG,3,1
5928.0,785.0,71.0,XE,ORD,LEX,5,1
431.0,1125.0,130.0,WN,MDW,LGA,7,0
2116.0,1085.0,139.0,XE,IAH,COS,6,1
2202.0,896.0,232.0,DL,LAS,ATL,3,1
901.0,985.0,65.0,WN,SNA,LAS,5,1
2466.0,827.0,178.0,DL,PBI,DTW,5,1
3405.0,755.0,80.0,WN,RNO,LAS,5,1
2647.0,505.0,124.0,XE,MCI,IAH,6,0
26.0,729.0,117.0,FL,ATL,MDW,6,0
5485.0,641.0,134.0,EV,MDT,ATL,1,0
3250.0,445.0,80.0,WN,SEA,BOI,1,1
5187.0,616.0,88.0,EV,LEX,ATL,5,1
1753.0,1075.0,99.0,US,CLT,TPA,1,1
2672.0,970.0,155.0,WN,FLL,BWI,7,1
817.0,985.0,80.0,WN,MDW,DTW,3,1
411.0,720.0,239.0,CO,EWR,IAH,6,0
327.0,870.0,192.0,B6,BDL,FLL,4,0
2794.0,1020.0,110.0,MQ,GPT,DFW,4,1
705.0,865.0,80.0,WN,DEN,OMA,3,1
5958.0,715.0,54.0,XE,ORD,CID,1,0
644.0,895.0,70.0,WN,LAS,BUR,3,0
2222.0,565.0,210.0,AA,SFO,DFW,1,0
2655.0,692.0,155.0,XE,EWR,ATL,5,0
711.0,741.0,144.0,UA,PHL,ORD,7,0
3339.0,1170.0,75.0,WN,LAX,OAK,5,1
6456.0,1216.0,94.0,OO,ICT,DEN,3,0
866.0,840.0,337.0,AS,KOA,SEA,3,0
607.0,1155.0,105.0,FL,MKE,DCA,7,1
6599.0,960.0,72.0,OH,STL,CVG,3,0
6906.0,597.0,49.0,OO,COS,DEN,5,1
460.0,526.0,135.0,WN,JAN,BWI,1,1
90.0,455.0,152.0,US,PHL,ORD,1,0
1260.0,384.0,110.0,DL,GEG,SLC,1,1
2026.0,770.0,118.0,DL,FLL,ATL,5,1
2156.0,930.0,70.0,DL,DTW,IND,3,0
1043.0,1060.0,65.0,WN,BWI,BDL,2,1
1138.0,795.0,190.0,CO,DFW,EWR,1,1
1103.0,530.0,140.0,WN,LAS,PDX,7,0
6269.0,1034.0,122.0,OO,SEA,SFO,4,0
5460.0,360.0,77.0,EV,MOB,ATL,1,1
6381.0,437.0,82.0,OO,COD,DEN,6,1
5151.0,868.0,77.0,EV,TRI,ATL,1,1
1636.0,599.0,104.0,CO,LGA,CLE,7,1
728.0,875.0,274.0,CO,EWR,DEN,7,0
2236.0,480.0,144.0,DL,DFW,MSP,2,0
2085.0,1170.0,125.0,XE,EWR,CHS,4,1
767.0,465.0,115.0,FL,PBI,ATL,1,0
6489.0,688.0,127.0,OH,DFW,CVG,4,1
6601.0,1124.0,96.0,OO,LNK,ORD,6,1
417.0,894.0,214.0,UA,LAS,ORD,5,0
1028.0,970.0,29.0,YV,LIH,HNL,4,0
1575.0,1285.0,235.0,AA,DFW,SFO,4,0
5183.0,1008.0,61.0,EV,ATL,TRI,4,0
3705.0,504.0,156.0,9E,BGR,DTW,7,1
6737.0,1154.0,103.0,OO,FSD,DEN,4,1
510.0,975.0,145.0,FL,LGA,MKE,1,0
458.0,540.0,154.0,AS,SEA,LAX,3,1
125.0,802.5,362.0,US,HNL,PHX,3,0
2961.0,1065.0,155.0,DL,PHL,ATL,1,1
558.0,660.0,133.0,F9,SAN,DEN,2,0
1461.0,875.0,144.0,CO,CLE,MCO,7,1
2589.0,540.0,148.0,DL,ATL,MCI,7,1
201.0,433.0,49.0,HA,ITO,HNL,3,0
2538.0,40.0,200.0,AA,LAS,ORD,3,0
965.0,1033.0,217.0,UA,IAD,IAH,1,1
4542.0,1220.0,54.0,OO,SLC,IDA,6,0
1174.0,830.0,255.0,AA,SJC,ORD,4,1
607.0,1035.0,185.0,AA,BOS,ORD,7,0
496.0,380.0,99.0,AA,ORD,DCA,1,0
6856.0,520.0,203.0,OO,CMH,DEN,5,0
888.0,660.0,95.0,UA,SFO,LAX,3,1
9.0,1299.0,147.0,UA,DEN,SAN,1,0
1018.0,675.0,92.0,DL,MSY,ATL,5,0
1116.0,1215.0,80.0,WN,OAK,SNA,2,1
15.0,600.0,65.0,WN,DAL,HOU,6,1
182.0,715.0,190.0,WN,ALB,MCO,7,1
238.0,830.0,120.0,DL,MIA,ATL,2,1
3824.0,1165.0,127.0,9E,MSP,XNA,3,0
2749.0,1069.0,90.0,YV,PHX,SBA,4,1
4117.0,370.0,110.0,MQ,TRI,ORD,1,0
626.0,530.0,128.0,AS,PDX,LAS,5,0
4277.0,820.0,120.0,9E,MEM,AMA,7,0
359.0,455.0,195.0,AA,DFW,SNA,3,1
2671.0,1052.0,110.0,YV,CLT,MEM,2,0
2704.0,960.0,81.0,YV,RIC,CLT,3,1
3513.0,990.0,70.0,MQ,DFW,LIT,4,1
610.0,1135.0,80.0,WN,ABQ,PHX,2,1
1630.0,1100.0,80.0,DL,MKE,DTW,5,1
377.0,1007.5,182.0,B6,LGA,FLL,3,0
1644.0,915.0,160.0,AA,LAS,DFW,7,0
268.0,435.0,315.0,AA,SEA,JFK,3,0
2427.0,860.0,90.0,XE,IAH,LBB,4,0
4545.0,390.0,130.0,OO,LEX,MSP,2,0
1725.0,435.0,131.0,DL,BWI,ATL,3,0
6333.0,810.0,46.0,OO,LAX,SAN,1,0
249.0,1031.0,139.0,UA,IAD,ORD,3,1
4776.0,916.0,99.0,OO,SLC,PSC,6,0
6250.0,855.0,45.0,OO,RDM,PDX,4,0
2423.0,690.0,190.0,AA,PBI,ORD,7,1
1343.0,915.0,75.0,WN,LAS,TUS,1,1
2900.0,727.0,105.0,XE,MSP,CLE,7,1
895.0,600.0,137.0,FL,LGA,IND,5,0
2812.0,635.0,129.0,DL,ATL,ORD,5,1
376.0,1115.0,165.0,FL,TPA,MKE,4,0
6498.0,345.0,111.0,OO,BZN,DEN,4,0
2643.0,937.0,155.0,DL,EWR,ATL,1,1
348.0,1000.0,110.0,WN,BWI,SDF,3,1
2279.0,900.0,198.0,DL,LGA,FLL,6,0
4671.0,375.0,94.0,OO,MSO,SLC,1,1
5213.0,1175.0,72.0,EV,MEM,XNA,2,0
358.0,1005.0,200.0,WN,ABQ,SEA,7,1
7127.0,1014.0,120.0,EV,IAD,HSV,1,0
2403.0,1104.5,191.0,DL,DTW,FLL,1,1
1819.0,1195.0,314.0,DL,DTW,LAX,6,1
2201.0,620.0,80.0,WN,SJC,SAN,7,0
5051.0,965.0,79.0,EV,ATL,GSO,3,1
1392.0,1050.0,76.0,DL,LGA,BOS,4,0
6437.0,780.0,50.0,OO,PDX,SEA,5,0
6739.0,995.0,102.0,OO,DEN,ELP,5,0
7133.0,806.0,39.0,EV,ORD,SBN,5,1
705.0,1069.0,275.0,US,CLT,PHX,2,1
1102.0,470.0,80.0,WN,MDW,PIT,5,1
3542.0,400.0,185.0,MQ,CLE,DFW,7,1
705.0,605.0,190.0,AA,DFW,PSP,3,0
2531.0,580.0,65.0,WN,BOI,GEG,6,1
1825.0,1110.0,106.0,US,BOS,PHL,1,0
647.0,490.0,90.0,WN,DEN,TUL,1,0
802.0,960.0,70.0,WN,LAS,PHX,3,1
268.0,858.5,315.0,AA,SEA,JFK,7,0
6641.0,757.0,112.0,OH,GSO,DTW,5,0
1933.0,465.0,70.0,WN,MDW,CMH,5,0
2285.0,927.0,162.0,DL,BDL,ATL,6,0
1893.0,535.0,138.0,DL,DTW,ATL,1,1
2690.0,659.0,106.0,DL,PHX,SLC,4,0
2823.0,585.0,89.0,YV,SBA,PHX,4,0
5060.0,910.0,59.0,EV,ATL,HSV,7,0
5149.0,370.0,95.0,EV,OKC,MEM,1,0
60.0,555.0,116.0,AS,KTN,SEA,1,1
5929.0,740.0,114.0,XE,ORD,ICT,4,0
1543.0,515.0,130.0,AA,BNA,DFW,5,0
2605.0,799.0,240.0,DL,FLL,MSP,3,1
7806.0,768.0,97.0,OO,COD,SLC,4,1
598.0,735.0,100.0,WN,PDX,OAK,2,1
1228.0,1090.0,60.0,WN,SAT,DAL,7,1
2349.0,460.0,182.0,XE,MKE,IAH,5,0
1357.0,360.0,80.0,WN,SMF,ONT,2,0
6275.0,800.0,58.0,OO,SEA,GEG,6,0
319.0,600.0,170.0,AA,LGA,ORD,7,0
2830.0,1035.0,162.0,YV,SAT,CLT,7,0
4315.0,807.0,118.0,9E,DAY,MSP,4,1
2180.0,1265.0,130.0,WN,PHX,SFO,1,1
2713.0,645.0,75.0,MQ,DFW,JAN,6,1
347.0,420.0,120.0,AS,OAK,SEA,4,0
6440.0,1085.0,92.0,OH,GSO,CVG,5,1
3091.0,575.0,155.0,WN,OKC,PHX,7,1
6924.0,1295.0,51.0,OO,DEN,HDN,5,0
2704.0,1370.0,81.0,DL,ATL,RDU,7,1
1669.0,1140.0,95.0,DL,ATL,MCO,5,1
1360.0,440.0,160.0,AA,DFW,DCA,6,0
3971.0,860.0,60.0,MQ,SPI,ORD,3,1
5999.0,520.0,104.0,XE,ORD,GSO,1,0
4992.0,770.0,79.0,EV,BQK,ATL,5,0
5334.0,574.0,62.0,EV,ATL,ABY,1,0
3391.0,365.0,60.0,MQ,TXK,DFW,5,0
6612.0,360.0,93.0,OO,SLC,DEN,4,0
2223.0,770.0,59.0,XE,IAH,CRP,1,0
5414.0,750.0,135.0,EV,ORF,DTW,6,0
672.0,872.5,180.0,AA,STT,MIA,7,1
52.0,995.0,180.0,WN,FLL,HOU,4,1
3198.0,615.0,95.0,WN,MCO,RDU,7,0
2773.0,370.0,76.0,YV,ABQ,PHX,2,0
4837.0,895.0,86.0,OO,BIS,MSP,4,1
634.0,835.0,320.0,B6,SFO,BOS,3,1
1383.0,730.0,145.0,AA,DFW,TUS,2,0
2716.0,785.0,120.0,DL,CVG,LGA,5,1
1430.0,840.0,79.0,DL,MKE,DTW,1,1
1157.0,360.0,110.0,DL,CMH,ATL,2,0
6831.0,588.0,153.0,OO,ORD,COS,5,0
1256.0,864.0,195.0,WN,FLL,MDW,4,1
1047.0,1140.0,55.0,WN,LAS,ONT,5,1
181.0,420.0,60.0,AS,ANC,FAI,1,1
6272.0,610.0,121.0,OH,CVG,JFK,4,1
4598.0,800.0,90.0,OO,MOT,MSP,4,1
1081.0,675.0,138.0,FL,STL,MCO,5,1
1769.0,550.0,200.0,AA,LGA,MIA,3,0
3833.0,1175.0,85.0,WN,PHX,LAX,1,0
2254.0,498.0,61.0,XE,IAH,BTR,5,0
546.0,785.0,100.0,WN,OMA,DEN,3,1
3601.0,780.0,100.0,MQ,MIA,CHS,5,0
3836.0,355.0,145.0,9E,OMA,DTW,2,0
728.0,440.0,136.0,UA,ORD,BOS,3,0
2303.0,525.0,193.0,DL,DTW,FLL,1,1
812.0,646.0,119.0,UA,DEN,DFW,5,1
2885.0,645.0,80.0,MQ,MLU,DFW,5,1
1711.0,1305.0,152.0,DL,ATL,DFW,3,1
4830.0,785.0,82.0,OO,MSO,SLC,4,1
50.0,885.0,109.0,CO,CLE,EWR,1,0
1633.0,840.0,125.0,WN,MDW,PVD,7,0
302.0,1158.0,72.0,DL,SAV,ATL,7,1
1597.0,1270.0,212.0,CO,IAH,ONT,4,1
1678.0,500.0,170.0,AA,DFW,BWI,5,0
4561.0,905.0,114.0,OO,SLC,SJC,3,0
3869.0,710.0,175.0,MQ,ORD,SAT,1,0
1871.0,515.0,103.0,DL,SLC,PHX,5,0
229.0,505.0,225.0,CO,DEN,EWR,5,0
2339.0,465.0,130.0,WN,STL,PHL,5,1
4312.0,425.0,60.0,MQ,FWA,ORD,4,0
3212.0,690.0,70.0,MQ,DFW,LIT,7,0
2495.0,735.0,104.0,DL,ATL,STL,4,0
460.0,440.0,75.0,AA,IAH,DFW,6,0
3800.0,850.5,124.0,9E,PHF,ATL,4,1
6269.0,1261.0,59.0,OO,SFO,FAT,4,1
4217.0,1133.6666666666667,125.0,MQ,OKC,ORD,6,1
786.0,1006.3333333333334,175.0,WN,BUF,TPA,2,1
234.0,879.0,104.0,B6,LGB,SLC,7,1
85.0,975.0,251.0,US,PHX,BWI,3,0
3024.0,750.0,90.0,MQ,LAX,RNO,1,0
4089.0,618.0,67.0,9E,TVC,DTW,3,1
3531.0,1125.0,145.0,MQ,DFW,CLE,7,1
423.0,1285.0,166.0,UA,DEN,SFO,7,1
595.0,1134.0,168.0,UA,DEN,SFO,3,1
289.0,885.0,187.0,CO,DTW,IAH,2,0
361.0,526.0,239.0,F9,TPA,DEN,7,0
3047.0,1010.0,70.0,WN,LAS,PHX,2,0
1400.0,605.0,110.0,WN,MDW,ALB,4,0
6947.0,960.0,75.0,OO,ORD,CMH,7,1
4324.0,360.0,82.0,9E,DCA,JFK,3,0
1553.0,680.0,90.0,WN,STL,MSP,6,1
4997.0,1185.0,162.0,EV,DTW,OKC,1,1
6640.0,920.0,106.0,OO,TYS,ORD,5,1
67.0,1210.0,108.0,AS,JNU,ANC,2,0
4797.0,910.0,75.0,OO,MSP,GFK,6,1
4248.0,1120.0,90.0,MQ,DSM,ORD,3,0
2020.0,743.0,221.0,DL,LAX,MEM,6,1
1091.0,1120.0,105.0,WN,MSY,FLL,3,1
2555.0,1070.0,185.0,DL,LGA,PBI,1,0
7302.0,1020.0,62.0,EV,HSV,MEM,4,0
454.0,880.0,110.0,AA,ORD,RDU,5,0
538.0,1243.0,81.0,UA,LAS,LAX,7,1
6333.0,930.0,92.0,OH,ROC,DTW,2,0
532.0,660.0,130.0,WN,MDW,ISP,1,1
4607.0,900.0,151.0,OO,SLC,MCI,3,1
2744.0,1140.0,150.0,MQ,DFW,FAY,7,0
1748.0,1200.0,90.0,WN,SMF,PDX,7,1
1436.0,550.0,75.0,AA,IAH,DFW,5,0
1896.0,702.3333333333334,155.0,AA,SLC,DFW,6,1
1675.0,854.6666666666667,116.0,US,EWR,CLT,2,1
765.0,1007.0,107.0,FL,PBI,ATL,4,0
181.0,886.0,409.0,UA,BOS,SFO,1,0
7102.0,1112.0,109.0,EV,ORD,CAE,1,0
1251.0,509.0,102.0,B6,BOS,IAD,4,0
796.0,395.0,114.0,FL,STL,ATL,2,0
6765.0,687.0,113.0,OO,DEN,BZN,5,1
5043.0,769.0,156.0,EV,HPN,ATL,4,1
2482.0,1180.0,109.0,DL,MSP,DTW,1,1
411.0,1079.0,381.0,B6,BOS,SAN,7,0
4358.0,965.0,70.0,MQ,IND,ORD,2,0
450.0,880.0,97.0,US,PHX,SLC,7,0
