flight,time,length,dayofweek,delay
921.0,1145.0,165.0,2.0,1.0
5931.0,1040.0,105.0,1.0,0.0
6424.0,1005.0,93.0,5.0,0.0
857.0,790.0,108.0,6.0,0.0
2569.0,885.0,81.0,6.0,1.0
6742.0,574.0,111.0,1.0,0.0
1576.0,1005.0,65.0,5.0,0.0
568.0,440.0,170.0,5.0,1.0
1499.0,485.0,196.0,3.0,0.0
44.0,1360.0,290.0,4.0,0.0
528.0,360.0,280.0,5.0,0.0
38.0,860.0,50.0,1.0,1.0
2820.0,690.0,45.0,1.0,0.0
977.0,735.0,157.0,7.0,0.0
57.0,870.0,174.0,7.0,0.0
6318.0,915.0,77.0,3.0,0.0
763.0,1115.0,120.0,5.0,1.0
4577.0,882.8,103.0,1.0,0.0
7790.0,825.0,71.0,5.0,1.0
370.0,719.0,182.0,3.0,0.0
1930.0,1415.0,248.0,6.0,0.0
3970.0,465.0,115.0,5.0,0.0
92.0,1075.0,165.0,2.0,1.0
510.0,528.0,197.0,7.0,1.0
3060.0,723.2,60.0,1.0,0.0
1705.0,1045.0,70.0,6.0,0.0
2305.0,485.0,150.0,5.0,0.0
4447.0,1240.0,80.0,5.0,1.0
5317.0,693.0,76.0,1.0,0.0
738.0,1030.0,95.0,1.0,1.0
64.0,1082.0,113.0,4.0,1.0
1260.0,916.0,128.0,6.0,1.0
597.0,1079.0,140.0,4.0,1.0
3660.0,1105.0,170.0,1.0,1.0
2517.0,1185.0,278.0,1.0,0.0
770.0,735.0,105.0,2.0,1.0
1787.0,1020.0,185.0,2.0,0.0
1902.0,667.0,229.0,7.0,0.0
2727.0,735.0,110.0,3.0,0.0
1469.0,890.0,240.0,6.0,1.0
934.0,1195.0,95.0,7.0,0.0
200.0,1150.0,155.0,4.0,1.0
1567.0,565.0,123.0,2.0,0.0
1876.0,1120.0,175.0,3.0,1.0
1119.0,660.0,184.0,1.0,0.0
639.0,1101.6,71.0,7.0,0.0
4242.0,775.0,105.0,3.0,0.0
6370.0,1130.0,85.0,4.0,1.0
6310.0,1140.0,110.0,3.0,1.0
1091.0,795.0,115.0,6.0,0.0
2650.0,807.0,114.0,4.0,1.0
2262.0,1090.0,136.0,7.0,0.0
11.0,450.0,375.0,4.0,0.0
544.0,907.0,171.0,1.0,1.0
877.0,545.0,155.0,2.0,0.0
8.0,455.0,120.0,1.0,0.0
1060.0,430.0,340.0,3.0,0.0
1656.0,564.0,106.0,7.0,1.0
575.0,465.0,145.0,5.0,1.0
3764.0,730.0,120.0,5.0,1.0
1808.0,1135.0,120.0,3.0,1.0
1356.0,700.0,75.0,3.0,1.0
628.0,1040.0,154.0,1.0,1.0
199.0,863.0,177.0,3.0,0.0
23.0,630.0,65.0,5.0,1.0
1137.0,515.0,158.0,7.0,0.0
1606.0,860.0,140.0,1.0,0.0
2015.0,634.0,85.0,5.0,0.0
2630.0,970.0,83.0,5.0,1.0
1422.0,680.0,143.0,3.0,1.0
2727.0,735.0,115.0,7.0,0.0
3811.0,1110.0,72.0,4.0,0.0
2229.0,1200.0,185.0,7.0,1.0
1007.0,552.0,70.0,4.0,1.0
3977.0,580.0,65.0,5.0,0.0
689.0,1050.0,102.0,1.0,0.0
1068.0,1105.0,205.0,3.0,1.0
6464.0,689.4,91.0,1.0,0.0
4612.0,750.0,100.0,2.0,1.0
1613.0,1185.0,88.0,3.0,0.0
5163.0,766.6,116.0,3.0,0.0
2908.0,538.0,96.0,5.0,1.0
1382.0,570.0,210.0,4.0,1.0
1183.0,1370.0,50.0,5.0,0.0
877.0,1335.0,79.0,1.0,0.0
690.0,1200.0,82.0,3.0,1.0
416.0,555.0,90.0,5.0,1.0
534.0,836.0,160.0,5.0,0.0
4361.0,710.0,135.0,5.0,0.0
6409.0,1245.0,70.0,2.0,1.0
6984.0,849.0,41.0,4.0,0.0
2697.0,590.0,72.0,1.0,1.0
110.0,385.0,163.0,3.0,0.0
4494.0,1020.0,79.0,3.0,0.0
4119.0,490.0,115.0,3.0,0.0
2230.0,500.0,101.0,4.0,0.0
543.0,410.0,195.0,1.0,1.0
5503.0,340.0,120.0,5.0,0.0
6449.0,706.8,88.0,7.0,1.0
3956.0,545.0,116.0,6.0,0.0
5024.0,580.0,76.0,3.0,0.0
3948.0,1030.0,105.0,7.0,0.0
5115.0,655.0,76.0,6.0,0.0
6447.0,495.0,197.0,4.0,0.0
3106.0,720.0,59.0,7.0,0.0
73.0,455.0,107.0,4.0,0.0
586.0,1072.0,105.0,4.0,1.0
327.0,460.0,60.0,2.0,0.0
2271.0,752.0,140.0,4.0,1.0
373.0,528.0,162.0,5.0,1.0
6624.0,1115.0,118.0,4.0,1.0
2931.0,510.0,100.0,6.0,0.0
2065.0,525.0,125.0,7.0,0.0
5910.0,856.0,124.0,4.0,0.0
24.0,515.0,85.0,4.0,0.0
4305.0,340.0,67.0,1.0,0.0
1566.0,380.0,95.0,1.0,0.0
1028.0,509.0,74.0,6.0,0.0
317.0,600.0,175.0,3.0,0.0
4336.0,535.0,70.0,2.0,1.0
1106.0,360.0,119.0,7.0,0.0
1019.0,400.0,185.0,3.0,0.0
1175.0,595.0,126.0,4.0,0.0
718.0,1199.0,96.0,3.0,1.0
2811.0,815.0,70.0,6.0,0.0
5206.0,811.0,58.0,5.0,0.0
3679.0,715.0,100.0,3.0,1.0
2551.0,660.0,154.0,6.0,0.0
1164.0,420.0,80.0,1.0,0.0
1085.0,990.0,131.0,2.0,1.0
2085.0,585.0,175.0,6.0,0.0
1758.0,1170.0,80.0,1.0,1.0
480.0,460.0,110.0,7.0,1.0
1468.0,1248.0,165.0,1.0,1.0
855.0,1175.0,90.0,6.0,1.0
2796.0,895.0,125.0,4.0,1.0
2807.0,853.2,120.0,7.0,1.0
623.0,880.0,203.0,5.0,1.0
7116.0,360.0,81.0,5.0,0.0
309.0,562.0,68.0,3.0,1.0
253.0,1138.0,164.0,7.0,1.0
677.0,620.0,135.0,7.0,0.0
6681.0,849.0,89.0,5.0,1.0
4887.0,445.0,63.0,1.0,0.0
848.0,940.0,75.0,2.0,0.0
6735.0,585.0,144.0,2.0,0.0
6528.0,671.6,79.0,5.0,1.0
601.0,1140.0,120.0,2.0,1.0
2768.0,745.0,77.0,4.0,0.0
7003.0,345.0,58.0,7.0,1.0
196.0,1337.0,281.0,2.0,0.0
942.0,663.0,240.0,3.0,1.0
2746.0,936.0,113.0,4.0,1.0
2890.0,705.0,120.0,7.0,1.0
6667.0,892.0,59.0,3.0,1.0
7372.0,385.0,83.0,3.0,0.0
4992.0,765.0,78.0,7.0,0.0
1091.0,420.0,144.0,7.0,1.0
4607.0,1080.0,105.0,3.0,0.0
1202.0,738.0,112.0,5.0,1.0
585.0,1255.0,278.0,7.0,1.0
90.0,360.0,88.0,4.0,0.0
446.0,683.0,166.0,1.0,0.0
2131.0,698.0,59.0,7.0,0.0
922.0,1150.0,132.0,2.0,0.0
4834.0,674.0,70.0,2.0,1.0
685.0,819.8,154.0,3.0,1.0
676.0,1095.0,140.0,4.0,0.0
2872.0,945.0,85.0,1.0,0.0
4531.0,744.8,115.0,4.0,1.0
610.0,610.0,226.0,4.0,1.0
2600.0,1140.0,143.0,2.0,1.0
346.0,705.6,120.0,3.0,1.0
2887.0,821.0,225.0,1.0,0.0
472.0,665.0,90.0,5.0,0.0
492.0,640.0,190.0,3.0,1.0
102.0,1165.0,115.0,5.0,1.0
428.0,800.0,168.0,4.0,0.0
1009.0,550.0,154.0,5.0,0.0
1841.0,425.0,167.0,5.0,0.0
187.0,384.0,363.0,1.0,1.0
610.0,1175.0,85.0,3.0,1.0
156.0,520.0,95.0,3.0,1.0
4082.0,1115.0,120.0,2.0,0.0
2060.0,706.2,122.0,6.0,1.0
1083.0,801.0,122.0,1.0,0.0
465.0,725.0,244.0,5.0,1.0
6520.0,1290.0,165.0,5.0,0.0
2272.0,825.0,155.0,5.0,1.0
7051.0,1110.0,78.0,5.0,0.0
202.0,430.0,285.0,7.0,0.0
1762.0,935.0,125.0,3.0,0.0
2919.0,620.0,80.0,6.0,1.0
6580.0,701.0,101.0,6.0,1.0
5216.0,1079.0,146.0,1.0,0.0
7019.0,1012.0,62.0,2.0,0.0
6679.0,1045.0,126.0,1.0,1.0
2682.0,555.0,105.0,6.0,1.0
179.0,595.0,390.0,7.0,0.0
866.0,1330.0,159.0,6.0,0.0
4674.0,481.0,105.0,4.0,1.0
1154.0,1300.0,135.0,3.0,0.0
2728.0,385.0,92.0,7.0,0.0
717.0,485.0,250.0,6.0,1.0
1144.0,995.0,70.0,7.0,0.0
1396.0,1170.0,76.0,4.0,0.0
203.0,360.0,171.0,7.0,0.0
6256.0,800.0,136.0,3.0,0.0
323.0,482.0,271.0,5.0,0.0
5182.0,520.0,71.0,2.0,0.0
622.0,1025.0,111.0,4.0,0.0
1276.0,1065.0,122.0,7.0,0.0
843.0,995.0,65.0,5.0,1.0
46.0,745.0,85.0,7.0,1.0
3099.0,460.0,64.0,3.0,1.0
667.0,380.0,135.0,7.0,1.0
1460.0,745.0,69.0,4.0,0.0
1486.0,495.0,160.0,6.0,1.0
3144.0,1020.0,195.0,2.0,1.0
1041.0,505.0,185.0,5.0,1.0
2574.0,1180.0,125.0,4.0,1.0
44.0,866.0,68.0,6.0,1.0
1050.0,480.0,104.0,3.0,1.0
6758.0,949.0,122.0,7.0,1.0
1241.0,385.0,65.0,7.0,0.0
553.0,489.0,195.0,3.0,0.0
160.0,705.0,160.0,3.0,0.0
6340.0,370.0,187.0,3.0,1.0
2220.0,615.0,84.0,1.0,0.0
4644.0,560.0,75.0,3.0,0.0
7251.0,724.0,98.0,7.0,0.0
417.0,570.0,220.0,7.0,0.0
2939.0,450.0,125.0,7.0,1.0
6495.0,1230.0,262.0,1.0,0.0
1805.0,780.0,245.0,7.0,1.0
496.0,790.0,114.0,5.0,1.0
2378.0,1265.0,120.0,4.0,1.0
6547.0,707.0,91.0,6.0,0.0
252.0,690.0,185.0,4.0,1.0
413.0,995.0,347.0,1.0,1.0
1912.0,675.0,145.0,2.0,0.0
2828.0,598.6,232.0,4.0,1.0
587.0,615.0,153.0,3.0,0.0
840.0,722.0,243.0,7.0,1.0
1637.0,390.0,185.0,4.0,0.0
2500.0,707.0,88.0,4.0,1.0
941.0,425.0,195.0,6.0,0.0
5981.0,715.0,133.0,6.0,1.0
2839.0,419.0,135.0,2.0,0.0
5454.0,817.0,72.0,3.0,1.0
435.0,729.0,193.0,1.0,0.0
306.0,937.4,182.0,3.0,0.0
5024.0,1137.0,71.0,4.0,0.0
1475.0,885.0,160.0,6.0,1.0
209.0,890.0,351.0,2.0,0.0
1264.0,1016.0,242.0,3.0,1.0
6486.0,660.0,75.0,2.0,0.0
4757.0,585.0,135.0,2.0,1.0
5072.0,885.0,108.0,1.0,1.0
1693.0,1040.0,175.0,7.0,1.0
454.0,829.2,184.0,6.0,1.0
1192.0,815.0,160.0,7.0,1.0
2707.0,1105.0,85.0,4.0,1.0
307.0,1252.0,65.0,3.0,1.0
6336.0,625.0,100.0,7.0,1.0
1053.0,837.6,165.0,3.0,0.0
56.0,717.0,238.0,6.0,1.0
3017.0,380.0,119.0,3.0,0.0
3832.0,683.0,95.0,2.0,1.0
301.0,600.0,85.0,5.0,1.0
4693.0,1135.0,62.0,7.0,1.0
847.0,405.0,169.0,2.0,1.0
263.0,972.0,49.0,1.0,0.0
4372.0,430.0,170.0,1.0,1.0
581.0,1000.0,55.0,1.0,0.0
1013.0,940.0,70.0,2.0,1.0
1117.0,465.0,95.0,2.0,0.0
5037.0,945.0,86.0,1.0,1.0
6455.0,727.0,80.0,2.0,1.0
1292.0,885.0,75.0,4.0,1.0
6867.0,824.0,85.0,1.0,0.0
186.0,939.0,320.0,2.0,0.0
454.0,1270.0,99.0,4.0,0.0
4455.0,1320.0,65.0,3.0,1.0
1877.0,1233.0,81.0,3.0,0.0
302.0,600.0,366.0,3.0,1.0
1831.0,605.0,257.0,5.0,0.0
328.0,822.0,133.0,2.0,1.0
780.0,950.0,120.0,1.0,1.0
2748.0,445.0,142.0,6.0,0.0
5028.0,762.0,83.0,1.0,0.0
595.0,908.4,104.0,5.0,0.0
2380.0,935.0,155.0,4.0,1.0
2459.0,455.0,120.0,2.0,0.0
1233.0,1020.0,125.0,5.0,1.0
1024.0,585.0,113.0,3.0,0.0
517.0,1185.0,152.0,2.0,1.0
3084.0,525.0,50.0,5.0,0.0
576.0,610.0,97.0,1.0,0.0
6560.0,360.0,133.0,3.0,0.0
398.0,1045.6,105.0,5.0,1.0
2358.0,645.0,112.0,1.0,0.0
281.0,360.0,180.0,5.0,0.0
1041.0,960.0,91.0,5.0,1.0
1478.0,550.0,115.0,5.0,0.0
78.0,1085.0,122.0,3.0,0.0
287.0,1060.0,117.0,2.0,1.0
1392.0,1050.0,76.0,5.0,0.0
7302.0,855.0,162.0,4.0,1.0
1583.0,405.0,115.0,6.0,1.0
4703.0,593.8,114.0,1.0,0.0
1885.0,660.0,215.0,2.0,1.0
6449.0,739.0,102.0,4.0,0.0
6611.0,515.0,130.0,6.0,0.0
518.0,1180.0,159.0,4.0,0.0
3243.0,1355.0,75.0,3.0,0.0
7790.0,975.8,71.0,5.0,0.0
1460.0,933.0,158.0,3.0,1.0
6.0,535.0,90.0,2.0,1.0
1007.0,827.2,124.0,1.0,0.0
1184.0,525.0,160.0,6.0,0.0
321.0,665.0,160.0,2.0,1.0
1132.0,929.0,80.0,4.0,0.0
6769.0,1004.0,108.0,3.0,0.0
6401.0,575.0,69.0,5.0,0.0
1544.0,585.0,220.0,5.0,1.0
839.0,440.0,70.0,7.0,0.0
5946.0,875.0,94.0,6.0,0.0
103.0,535.0,156.0,6.0,1.0
6756.0,620.0,147.0,5.0,0.0
211.0,465.0,248.0,1.0,0.0
1222.0,1025.0,214.0,4.0,1.0
1777.0,1015.0,145.0,6.0,1.0
3699.0,630.0,93.0,1.0,0.0
68.0,1299.0,327.0,7.0,0.0
917.0,1139.0,124.0,2.0,0.0
2822.0,740.0,231.0,7.0,1.0
2880.0,885.0,170.0,2.0,1.0
2454.0,802.0,252.0,3.0,1.0
125.0,1125.0,246.0,7.0,0.0
293.0,995.0,85.0,2.0,1.0
6606.0,421.0,130.0,2.0,1.0
52.0,1340.0,60.0,3.0,1.0
5110.0,1318.0,86.0,3.0,0.0
1310.0,420.0,160.0,1.0,0.0
1055.0,982.2,92.0,3.0,0.0
1912.0,1290.0,101.0,2.0,0.0
2555.0,455.0,185.0,5.0,1.0
1218.0,475.0,90.0,7.0,0.0
5157.0,515.0,123.0,6.0,0.0
3637.0,1275.0,155.0,7.0,0.0
588.0,1052.4,170.0,2.0,0.0
983.0,940.0,185.0,1.0,1.0
161.0,634.0,49.0,2.0,0.0
2023.0,537.0,148.0,4.0,0.0
2727.0,405.0,66.0,7.0,0.0
2135.0,960.0,75.0,5.0,0.0
1613.0,810.0,280.0,5.0,0.0
3823.0,780.0,95.0,1.0,0.0
79.0,1151.0,333.0,7.0,0.0
721.0,924.8,105.0,2.0,1.0
6373.0,634.0,41.0,4.0,1.0
338.0,435.0,80.0,4.0,0.0
1578.0,742.8,95.0,5.0,0.0
432.0,740.0,60.0,7.0,1.0
1964.0,1095.0,49.0,1.0,1.0
11.0,820.6,199.0,2.0,1.0
248.0,485.0,75.0,3.0,1.0
2102.0,760.0,290.0,1.0,1.0
532.0,1130.0,157.0,2.0,0.0
506.0,370.0,364.0,1.0,0.0
2862.0,765.0,153.0,5.0,0.0
1147.0,845.0,175.0,3.0,0.0
840.0,589.0,92.0,2.0,0.0
2147.0,420.0,184.0,5.0,0.0
3832.0,683.0,95.0,1.0,1.0
1972.0,1080.0,110.0,5.0,1.0
682.0,720.0,83.0,5.0,0.0
5115.0,1175.0,82.0,5.0,1.0
1157.0,600.0,188.0,6.0,0.0
1981.0,390.0,128.0,3.0,1.0
119.0,735.0,84.0,5.0,0.0
679.0,720.0,158.0,5.0,1.0
2650.0,804.0,116.0,6.0,0.0
685.0,910.0,175.0,7.0,0.0
4381.0,520.0,70.0,3.0,1.0
2618.0,839.0,114.0,3.0,1.0
19.0,1095.0,385.0,6.0,1.0
1018.0,1185.0,35.0,7.0,0.0
659.0,665.0,180.0,5.0,0.0
4267.0,1165.0,56.0,4.0,0.0
655.0,540.0,250.0,6.0,0.0
6827.0,1310.0,38.0,4.0,0.0
647.0,445.0,288.0,3.0,1.0
6864.0,410.0,70.0,2.0,0.0
2342.0,985.0,158.0,5.0,1.0
4550.0,1064.0,145.0,3.0,0.0
242.0,785.0,135.0,3.0,0.0
1223.0,510.0,110.0,5.0,1.0
286.0,998.0,179.0,1.0,0.0
2745.0,540.0,332.0,1.0,1.0
2022.0,465.0,340.0,3.0,1.0
2382.0,1160.0,110.0,2.0,0.0
734.0,385.0,105.0,4.0,0.0
4303.0,905.0,130.0,7.0,0.0
1702.0,415.0,225.0,5.0,0.0
7771.0,595.0,81.0,6.0,0.0
581.0,835.0,130.0,5.0,1.0
4949.0,680.0,88.0,6.0,0.0
1895.0,360.0,190.0,5.0,0.0
1252.0,920.0,185.0,1.0,1.0
306.0,740.0,110.0,4.0,1.0
6516.0,1081.0,87.0,5.0,0.0
1704.0,1329.0,108.0,4.0,1.0
4027.0,1280.0,105.0,1.0,1.0
4850.0,1030.0,180.0,1.0,1.0
2822.0,755.0,230.0,5.0,1.0
523.0,714.0,116.0,7.0,1.0
6489.0,617.0,65.0,4.0,1.0
5988.0,455.0,71.0,4.0,0.0
1130.0,940.0,84.0,7.0,0.0
4724.0,1089.0,111.0,4.0,1.0
2664.0,1070.0,91.0,2.0,1.0
1393.0,1015.0,75.0,5.0,1.0
496.0,380.0,145.0,3.0,1.0
4808.0,1090.0,84.0,2.0,0.0
4762.0,390.0,103.0,5.0,1.0
491.0,1185.0,271.0,6.0,0.0
5163.0,964.0,120.0,3.0,1.0
934.0,1195.0,95.0,1.0,1.0
6268.0,676.0,120.0,5.0,0.0
3116.0,683.4,77.0,3.0,1.0
2817.0,683.0,64.0,5.0,0.0
894.0,935.0,75.0,3.0,1.0
850.0,1102.0,89.0,4.0,1.0
129.0,1085.0,70.0,7.0,0.0
4703.0,1010.0,114.0,2.0,1.0
209.0,780.2,125.0,7.0,0.0
4504.0,660.0,70.0,7.0,0.0
1929.0,455.0,90.0,4.0,0.0
6395.0,804.0,112.0,5.0,0.0
1299.0,725.0,102.0,5.0,0.0
2461.0,940.0,135.0,4.0,1.0
111.0,770.0,98.0,4.0,0.0
6314.0,360.0,65.0,1.0,0.0
1880.0,792.4,123.0,7.0,1.0
400.0,930.0,154.0,3.0,0.0
5435.0,360.0,98.0,4.0,0.0
5909.0,596.0,99.0,5.0,0.0
4824.0,1012.0,101.0,4.0,0.0
1440.0,580.0,76.0,3.0,0.0
1134.0,880.0,80.0,7.0,0.0
1014.0,899.0,81.0,3.0,1.0
315.0,910.0,245.0,2.0,0.0
1581.0,704.0,94.0,7.0,0.0
663.0,685.0,177.0,3.0,1.0
4684.0,1325.0,45.0,4.0,0.0
6379.0,557.0,62.0,5.0,1.0
674.0,810.0,170.0,1.0,1.0
1615.0,815.0,72.0,2.0,1.0
3862.0,345.0,119.0,1.0,0.0
4049.0,1235.0,65.0,3.0,1.0
3376.0,977.0,130.0,1.0,0.0
1217.0,450.0,75.0,4.0,1.0
1702.0,415.0,225.0,7.0,0.0
1996.0,585.0,238.0,7.0,0.0
1591.0,380.0,80.0,1.0,0.0
1839.0,445.0,84.0,2.0,0.0
4557.0,1030.0,109.0,2.0,0.0
6578.0,520.0,147.0,5.0,0.0
425.0,505.0,170.0,3.0,1.0
188.0,884.0,44.0,1.0,1.0
1150.0,705.0,240.0,5.0,0.0
3097.0,674.0,81.0,1.0,0.0
2632.0,684.0,65.0,5.0,1.0
5462.0,1008.0,60.0,3.0,0.0
5416.0,600.0,119.0,7.0,0.0
2926.0,490.0,55.0,6.0,0.0
7290.0,1055.0,61.0,1.0,0.0
885.0,485.0,85.0,3.0,1.0
6311.0,1360.0,50.0,4.0,0.0
465.0,1140.0,88.0,5.0,0.0
632.0,570.0,161.0,5.0,0.0
2670.0,540.0,125.0,4.0,0.0
5440.0,898.0,77.0,4.0,1.0
2757.0,1055.0,65.0,7.0,0.0
3075.0,1315.0,65.0,3.0,1.0
432.0,793.0,114.0,7.0,0.0
1059.0,575.0,140.0,7.0,0.0
26.0,812.0,326.0,4.0,0.0
5306.0,764.0,80.0,3.0,0.0
833.0,450.0,110.0,6.0,0.0
704.0,645.0,60.0,1.0,0.0
97.0,647.0,239.0,5.0,0.0
2086.0,760.0,139.0,1.0,1.0
4528.0,1010.0,100.0,2.0,1.0
1048.0,435.0,29.0,3.0,0.0
6285.0,820.0,97.0,3.0,1.0
160.0,460.0,315.0,2.0,0.0
7301.0,589.0,107.0,1.0,1.0
1188.0,1050.0,160.0,3.0,0.0
2871.0,684.0,67.0,7.0,0.0
6692.0,800.0,95.0,1.0,1.0
6869.0,716.8,170.0,3.0,1.0
1912.0,425.0,140.0,3.0,0.0
90.0,1285.0,317.0,1.0,0.0
1015.0,765.0,40.0,5.0,0.0
189.0,1165.0,100.0,4.0,1.0
799.0,525.0,153.0,6.0,1.0
423.0,735.2,66.0,7.0,0.0
484.0,676.0,197.0,3.0,1.0
3985.0,360.0,100.0,1.0,0.0
2098.0,787.0,100.0,6.0,0.0
329.0,910.0,85.0,5.0,1.0
589.0,1000.0,55.0,6.0,0.0
1167.0,844.0,205.0,3.0,1.0
1635.0,990.0,330.0,2.0,1.0
73.0,830.0,180.0,2.0,0.0
2234.0,822.0,107.0,1.0,1.0
3018.0,570.0,100.0,1.0,0.0
6.0,450.0,55.0,3.0,1.0
832.0,670.0,90.0,6.0,0.0
504.0,505.0,166.0,2.0,0.0
2050.0,650.0,190.0,5.0,0.0
1822.0,695.0,122.0,4.0,0.0
3585.0,510.0,155.0,4.0,0.0
462.0,720.0,148.0,6.0,1.0
1524.0,730.0,109.0,1.0,0.0
1970.0,600.0,89.0,7.0,1.0
1084.0,911.0,140.0,6.0,0.0
226.0,620.0,179.0,5.0,1.0
537.0,597.0,71.0,2.0,1.0
288.0,856.0,163.0,7.0,0.0
2442.0,620.0,110.0,1.0,1.0
1711.0,1311.0,151.0,6.0,0.0
954.0,715.0,65.0,2.0,1.0
4582.0,370.0,118.0,7.0,0.0
300.0,375.0,170.0,5.0,1.0
6577.0,604.0,50.0,7.0,0.0
6275.0,735.0,54.0,4.0,0.0
594.0,960.0,65.0,6.0,1.0
2472.0,1030.0,144.0,1.0,0.0
651.0,825.0,312.0,6.0,1.0
1405.0,830.0,359.0,5.0,1.0
55.0,1141.0,89.0,2.0,0.0
665.0,1150.0,52.0,5.0,0.0
337.0,360.0,140.0,5.0,0.0
7008.0,805.0,107.0,3.0,0.0
2513.0,567.0,77.0,7.0,1.0
6896.0,847.6,223.0,1.0,1.0
543.0,600.0,265.0,5.0,0.0
3718.0,350.0,65.0,5.0,0.0
2720.0,1201.0,74.0,5.0,1.0
6512.0,870.0,164.0,3.0,1.0
881.0,705.0,127.0,4.0,1.0
2143.0,500.0,159.0,2.0,1.0
998.0,1185.0,65.0,5.0,1.0
340.0,450.0,171.0,2.0,0.0
4034.0,1052.0,75.0,3.0,1.0
6734.0,435.0,123.0,3.0,1.0
6637.0,360.0,89.0,2.0,0.0
6289.0,1037.0,60.0,7.0,1.0
3039.0,795.0,119.0,2.0,0.0
79.0,1140.0,333.0,3.0,0.0
246.0,945.0,165.0,5.0,0.0
101.0,749.8,225.0,6.0,1.0
3514.0,1090.0,80.0,4.0,0.0
5326.0,1002.0,67.0,2.0,1.0
460.0,400.0,74.0,6.0,1.0
547.0,900.0,156.0,3.0,0.0
461.0,1044.0,329.0,5.0,1.0
6643.0,395.0,114.0,5.0,1.0
459.0,670.0,215.0,5.0,0.0
322.0,871.0,108.0,1.0,1.0
525.0,585.0,98.0,7.0,0.0
2433.0,710.0,82.0,7.0,0.0
1214.0,665.0,145.0,2.0,1.0
1964.0,1095.0,49.0,4.0,0.0
2238.0,800.0,100.0,5.0,0.0
342.0,699.8,224.0,1.0,0.0
144.0,865.0,290.0,3.0,1.0
6350.0,1020.0,66.0,4.0,0.0
1009.0,550.0,162.0,1.0,0.0
53.0,1020.0,349.0,4.0,1.0
2963.0,360.0,140.0,7.0,1.0
7052.0,366.0,76.0,7.0,0.0
2807.0,846.6,130.0,2.0,0.0
17.0,938.6,340.0,7.0,1.0
1819.0,630.0,90.0,1.0,0.0
2272.0,510.0,100.0,7.0,0.0
3785.0,1240.0,165.0,7.0,1.0
4578.0,520.0,115.0,2.0,0.0
2888.0,795.0,73.0,6.0,0.0
6718.0,420.0,105.0,5.0,0.0
6511.0,1145.0,91.0,6.0,0.0
4583.0,665.0,114.0,3.0,1.0
6911.0,562.0,42.0,2.0,1.0
320.0,495.0,110.0,5.0,0.0
1428.0,420.0,98.0,4.0,0.0
403.0,686.0,157.0,3.0,0.0
4728.0,674.0,105.0,3.0,1.0
1447.0,360.0,167.0,1.0,1.0
2.0,905.0,325.0,2.0,1.0
658.0,460.0,135.0,2.0,1.0
727.0,1324.0,145.0,2.0,0.0
6677.0,462.8,147.0,3.0,1.0
450.0,440.0,179.0,4.0,0.0
754.0,890.0,129.0,2.0,0.0
1486.0,495.0,160.0,7.0,0.0
3607.0,445.0,120.0,3.0,0.0
3484.0,696.0,60.0,4.0,1.0
71.0,874.0,216.0,7.0,0.0
2902.0,360.0,129.0,5.0,0.0
