flight,time,length,dayofweek,delay
3646.0,797.5977142857142,80.0,3.0,1.0
52.0,1340.0,60.0,5.0,1.0
2710.0,1150.0,77.0,1.0,0.0
464.0,797.5977142857142,150.0,2.0,0.0
621.0,797.5977142857142,165.0,5.0,0.0
2041.0,1317.0,121.0,7.0,1.0
1392.0,797.5977142857142,80.0,4.0,1.0
647.0,745.0,110.0,4.0,1.0
212.0,615.0,247.0,6.0,1.0
5421.0,797.5977142857142,75.0,4.0,1.0
1598.0,1235.0,135.0,6.0,1.0
1091.0,797.5977142857142,115.0,6.0,0.0
2454.0,797.5977142857142,102.0,6.0,1.0
1124.0,425.0,82.0,7.0,0.0
349.0,797.5977142857142,64.0,4.0,0.0
1206.0,795.0,225.0,6.0,0.0
2183.0,1020.0,76.0,4.0,1.0
659.0,480.0,208.0,4.0,1.0
1218.0,797.5977142857142,83.0,6.0,1.0
3651.0,797.5977142857142,130.0,4.0,1.0
6603.0,797.5977142857142,74.0,7.0,0.0
6557.0,797.5977142857142,183.0,4.0,1.0
1998.0,885.0,145.0,6.0,1.0
738.0,489.0,208.0,7.0,0.0
264.0,820.0,125.0,1.0,0.0
3997.0,797.5977142857142,104.0,6.0,1.0
1171.0,1220.0,80.0,1.0,1.0
4469.0,797.5977142857142,120.0,5.0,0.0
516.0,660.0,142.0,5.0,1.0
730.0,1126.0,113.0,3.0,0.0
1160.0,785.0,112.0,3.0,1.0
327.0,797.5977142857142,165.0,3.0,1.0
3492.0,1105.0,80.0,4.0,1.0
654.0,797.5977142857142,140.0,1.0,0.0
185.0,675.0,34.0,2.0,1.0
660.0,1070.0,77.0,2.0,0.0
1322.0,435.0,160.0,1.0,0.0
5970.0,457.0,55.0,1.0,1.0
1004.0,797.5977142857142,97.0,5.0,0.0
1033.0,1025.0,132.0,3.0,1.0
494.0,797.5977142857142,100.0,2.0,0.0
1783.0,725.0,75.0,3.0,1.0
2958.0,530.0,65.0,7.0,0.0
6473.0,797.5977142857142,100.0,2.0,0.0
97.0,470.0,81.0,5.0,1.0
2070.0,797.5977142857142,85.0,4.0,0.0
6593.0,1021.0,114.0,3.0,0.0
3669.0,560.0,120.0,5.0,0.0
702.0,797.5977142857142,239.0,6.0,0.0
6952.0,546.0,128.0,7.0,0.0
2401.0,797.5977142857142,104.0,3.0,1.0
5603.0,500.0,108.0,5.0,0.0
189.0,797.5977142857142,259.0,5.0,0.0
200.0,560.0,170.0,1.0,0.0
3603.0,795.0,80.0,4.0,1.0
1408.0,797.5977142857142,135.0,4.0,1.0
24.0,797.5977142857142,85.0,4.0,0.0
2861.0,797.5977142857142,85.0,5.0,0.0
1452.0,797.5977142857142,179.0,7.0,0.0
2722.0,1085.0,125.0,5.0,1.0
2897.0,1064.0,80.0,2.0,0.0
27.0,797.5977142857142,90.0,5.0,1.0
2720.0,1150.0,225.0,1.0,1.0
1623.0,797.5977142857142,147.0,2.0,0.0
5915.0,465.0,124.0,6.0,0.0
426.0,1155.0,176.0,4.0,1.0
3005.0,1055.0,59.0,2.0,0.0
1760.0,797.5977142857142,120.0,5.0,0.0
3321.0,760.0,85.0,5.0,1.0
1343.0,915.0,75.0,3.0,1.0
3004.0,775.0,153.0,1.0,0.0
2689.0,797.5977142857142,158.0,5.0,0.0
458.0,797.5977142857142,154.0,4.0,1.0
621.0,719.0,244.0,5.0,0.0
1053.0,797.5977142857142,107.0,7.0,0.0
4614.0,720.0,105.0,7.0,1.0
1097.0,797.5977142857142,204.0,4.0,1.0
426.0,1145.0,164.0,7.0,1.0
33.0,840.0,362.0,7.0,1.0
1285.0,840.0,135.0,1.0,1.0
865.0,655.0,65.0,7.0,0.0
253.0,1125.0,161.0,3.0,1.0
592.0,491.0,61.0,4.0,0.0
2478.0,1202.0,72.0,1.0,1.0
1418.0,1097.0,149.0,4.0,0.0
506.0,360.0,120.0,5.0,1.0
2879.0,1170.0,70.0,4.0,0.0
133.0,415.0,192.0,1.0,0.0
1804.0,797.5977142857142,274.0,7.0,1.0
406.0,797.5977142857142,95.0,2.0,0.0
33.0,797.5977142857142,136.0,4.0,0.0
2040.0,1070.0,155.0,5.0,1.0
4489.0,847.0,196.0,5.0,1.0
309.0,551.0,253.0,4.0,0.0
1765.0,615.0,395.0,3.0,0.0
530.0,379.0,93.0,3.0,0.0
5412.0,797.5977142857142,126.0,1.0,0.0
5327.0,797.5977142857142,58.0,2.0,1.0
553.0,1125.0,164.0,7.0,0.0
105.0,1045.0,225.0,3.0,1.0
345.0,797.5977142857142,98.0,1.0,0.0
1237.0,485.0,135.0,3.0,0.0
365.0,797.5977142857142,85.0,3.0,0.0
201.0,360.0,103.0,1.0,0.0
7104.0,1168.0,74.0,6.0,0.0
4314.0,425.0,111.0,4.0,0.0
736.0,985.0,250.0,7.0,1.0
360.0,565.0,280.0,2.0,0.0
4120.0,470.0,129.0,1.0,1.0
683.0,439.0,266.0,7.0,0.0
114.0,495.0,325.0,4.0,0.0
4330.0,797.5977142857142,80.0,1.0,0.0
6726.0,806.0,74.0,3.0,0.0
322.0,459.0,106.0,5.0,1.0
1276.0,661.0,162.0,3.0,1.0
2559.0,900.0,245.0,1.0,0.0
514.0,797.5977142857142,105.0,6.0,0.0
137.0,625.0,115.0,1.0,0.0
2800.0,1197.0,94.0,3.0,1.0
6957.0,1307.0,71.0,6.0,1.0
1268.0,797.5977142857142,65.0,3.0,1.0
3326.0,810.0,155.0,7.0,0.0
2141.0,1140.0,81.0,1.0,1.0
3742.0,1160.0,260.0,7.0,0.0
2897.0,797.5977142857142,80.0,4.0,0.0
51.0,797.5977142857142,103.0,4.0,1.0
4291.0,1140.0,80.0,5.0,1.0
6539.0,363.0,109.0,4.0,0.0
5357.0,890.0,79.0,5.0,1.0
6358.0,1124.0,40.0,4.0,1.0
3086.0,545.0,130.0,6.0,0.0
2186.0,820.0,135.0,6.0,0.0
360.0,990.0,196.0,6.0,0.0
828.0,842.0,160.0,1.0,1.0
5604.0,1000.0,60.0,3.0,0.0
261.0,900.0,136.0,2.0,0.0
2684.0,1076.0,85.0,6.0,1.0
6587.0,1160.0,112.0,1.0,1.0
1186.0,985.0,86.0,3.0,1.0
1746.0,480.0,143.0,3.0,0.0
7763.0,360.0,63.0,4.0,0.0
675.0,797.5977142857142,379.0,4.0,1.0
3590.0,840.0,140.0,1.0,1.0
394.0,1200.0,90.0,2.0,0.0
4102.0,665.0,62.0,4.0,0.0
3059.0,797.5977142857142,65.0,3.0,0.0
5455.0,797.5977142857142,102.0,4.0,0.0
1606.0,797.5977142857142,265.0,2.0,0.0
2605.0,454.0,52.0,5.0,1.0
690.0,1200.0,82.0,3.0,0.0
6622.0,797.5977142857142,58.0,1.0,0.0
528.0,980.0,353.0,6.0,1.0
1260.0,384.0,110.0,6.0,0.0
183.0,797.5977142857142,110.0,4.0,0.0
1795.0,1075.0,227.0,3.0,1.0
2068.0,560.0,50.0,7.0,0.0
6285.0,533.0,56.0,3.0,0.0
6956.0,890.0,134.0,1.0,0.0
59.0,797.5977142857142,70.0,2.0,1.0
503.0,952.0,139.0,2.0,1.0
221.0,797.5977142857142,149.0,1.0,0.0
257.0,990.0,360.0,3.0,0.0
6855.0,1221.0,116.0,3.0,0.0
1524.0,730.0,109.0,2.0,0.0
1448.0,840.0,75.0,6.0,1.0
1165.0,965.0,160.0,3.0,1.0
2299.0,360.0,137.0,6.0,0.0
274.0,440.0,102.0,5.0,1.0
4310.0,455.0,93.0,3.0,0.0
7091.0,1166.0,99.0,6.0,0.0
2580.0,568.0,129.0,5.0,1.0
1018.0,1005.0,75.0,1.0,1.0
47.0,859.0,349.0,1.0,1.0
2445.0,797.5977142857142,80.0,7.0,1.0
1712.0,1037.0,288.0,3.0,1.0
4308.0,1330.0,85.0,4.0,0.0
271.0,987.0,80.0,6.0,0.0
7000.0,797.5977142857142,152.0,4.0,1.0
6688.0,457.0,49.0,4.0,1.0
7759.0,490.0,78.0,7.0,0.0
1168.0,797.5977142857142,83.0,5.0,0.0
4838.0,830.0,131.0,4.0,1.0
2086.0,797.5977142857142,170.0,1.0,0.0
1120.0,797.5977142857142,80.0,3.0,1.0
359.0,360.0,160.0,4.0,0.0
420.0,815.0,257.0,6.0,1.0
6692.0,611.0,46.0,7.0,0.0
2903.0,885.0,80.0,3.0,1.0
2365.0,525.0,350.0,3.0,0.0
495.0,585.0,85.0,5.0,1.0
4524.0,1050.0,83.0,4.0,1.0
19.0,797.5977142857142,405.0,3.0,1.0
6240.0,557.0,86.0,3.0,1.0
3822.0,797.5977142857142,95.0,3.0,0.0
2709.0,797.5977142857142,110.0,3.0,0.0
93.0,740.0,225.0,6.0,1.0
191.0,530.0,176.0,4.0,1.0
4120.0,470.0,129.0,5.0,0.0
9.0,460.0,55.0,3.0,0.0
1347.0,590.0,225.0,3.0,0.0
1274.0,890.0,175.0,2.0,0.0
3885.0,797.5977142857142,108.0,4.0,0.0
4681.0,370.0,117.0,6.0,0.0
1789.0,535.0,190.0,6.0,1.0
1578.0,797.5977142857142,59.0,3.0,1.0
4652.0,665.0,74.0,6.0,0.0
580.0,1030.0,145.0,5.0,0.0
5902.0,926.0,71.0,4.0,1.0
2265.0,755.0,86.0,7.0,0.0
791.0,1090.0,85.0,1.0,0.0
1098.0,797.5977142857142,100.0,5.0,0.0
4578.0,520.0,115.0,3.0,1.0
2736.0,860.0,159.0,7.0,0.0
527.0,360.0,113.0,1.0,0.0
2538.0,620.0,110.0,6.0,0.0
6264.0,765.0,62.0,4.0,1.0
6541.0,915.0,130.0,5.0,1.0
2654.0,797.5977142857142,79.0,3.0,0.0
5981.0,835.0,109.0,7.0,1.0
51.0,990.0,57.0,7.0,1.0
1292.0,797.5977142857142,170.0,5.0,0.0
1646.0,650.0,155.0,2.0,0.0
2436.0,797.5977142857142,162.0,1.0,0.0
1587.0,797.5977142857142,65.0,1.0,0.0
7086.0,797.5977142857142,73.0,3.0,1.0
2789.0,797.5977142857142,75.0,2.0,0.0
470.0,810.0,195.0,3.0,0.0
6286.0,753.0,59.0,2.0,1.0
1495.0,495.0,144.0,7.0,0.0
90.0,360.0,89.0,4.0,0.0
12.0,1295.0,335.0,6.0,0.0
1183.0,405.0,135.0,3.0,1.0
4208.0,1155.0,145.0,2.0,0.0
2963.0,519.0,70.0,5.0,0.0
557.0,660.0,190.0,2.0,1.0
28.0,797.5977142857142,85.0,5.0,1.0
148.0,1195.0,137.0,1.0,0.0
303.0,610.0,215.0,6.0,1.0
1036.0,605.0,110.0,7.0,1.0
2453.0,820.0,176.0,6.0,0.0
1796.0,797.5977142857142,80.0,2.0,0.0
6330.0,797.5977142857142,76.0,6.0,0.0
4659.0,788.0,82.0,6.0,0.0
6457.0,392.0,121.0,7.0,0.0
263.0,797.5977142857142,49.0,5.0,1.0
3048.0,797.5977142857142,45.0,7.0,0.0
4973.0,510.0,97.0,6.0,0.0
1055.0,730.0,145.0,3.0,0.0
220.0,595.0,294.0,5.0,0.0
6377.0,770.0,55.0,1.0,0.0
5979.0,1205.0,94.0,2.0,1.0
5325.0,797.5977142857142,97.0,5.0,1.0
4786.0,632.0,113.0,7.0,0.0
2133.0,900.0,76.0,5.0,0.0
6590.0,415.0,110.0,4.0,0.0
5522.0,408.0,137.0,2.0,1.0
862.0,797.5977142857142,55.0,2.0,1.0
539.0,925.0,180.0,7.0,1.0
1025.0,797.5977142857142,37.0,7.0,0.0
1112.0,670.0,128.0,1.0,0.0
708.0,893.0,246.0,4.0,1.0
620.0,1158.0,57.0,2.0,0.0
207.0,729.0,42.0,5.0,0.0
295.0,797.5977142857142,34.0,4.0,0.0
6742.0,797.5977142857142,89.0,2.0,0.0
6810.0,1311.0,49.0,7.0,0.0
355.0,793.0,155.0,6.0,0.0
1633.0,797.5977142857142,75.0,4.0,0.0
1073.0,797.5977142857142,231.0,4.0,1.0
502.0,390.0,159.0,2.0,0.0
5145.0,653.0,117.0,6.0,0.0
2359.0,565.0,121.0,5.0,1.0
691.0,985.0,85.0,3.0,1.0
1419.0,515.0,305.0,7.0,0.0
404.0,385.0,60.0,2.0,0.0
439.0,797.5977142857142,192.0,5.0,0.0
5.0,550.0,355.0,5.0,1.0
326.0,797.5977142857142,133.0,4.0,0.0
4351.0,1170.0,70.0,4.0,1.0
880.0,855.0,85.0,6.0,0.0
5520.0,1242.0,56.0,5.0,1.0
2725.0,797.5977142857142,62.0,6.0,0.0
2327.0,797.5977142857142,118.0,4.0,1.0
1159.0,797.5977142857142,163.0,1.0,1.0
893.0,360.0,413.0,5.0,0.0
1014.0,415.0,64.0,4.0,0.0
2585.0,505.0,80.0,4.0,0.0
293.0,1115.0,125.0,3.0,1.0
1380.0,950.0,120.0,6.0,0.0
861.0,930.0,135.0,3.0,1.0
5568.0,795.0,125.0,4.0,1.0
2438.0,797.5977142857142,100.0,3.0,0.0
201.0,390.0,385.0,3.0,0.0
1202.0,738.0,112.0,2.0,1.0
382.0,645.0,220.0,3.0,0.0
372.0,1101.0,128.0,3.0,1.0
965.0,797.5977142857142,380.0,1.0,1.0
1321.0,535.0,173.0,6.0,1.0
7074.0,437.0,93.0,4.0,0.0
1708.0,675.0,121.0,3.0,0.0
5522.0,797.5977142857142,129.0,5.0,0.0
7043.0,965.0,40.0,5.0,1.0
3058.0,1145.0,90.0,6.0,0.0
4636.0,1195.0,172.0,3.0,1.0
2830.0,660.0,115.0,6.0,1.0
477.0,380.0,165.0,5.0,1.0
5173.0,797.5977142857142,59.0,7.0,1.0
6620.0,853.0,85.0,7.0,0.0
3135.0,1195.0,75.0,2.0,1.0
4248.0,1120.0,90.0,3.0,0.0
758.0,508.0,152.0,4.0,0.0
1144.0,797.5977142857142,205.0,3.0,1.0
1586.0,460.0,138.0,5.0,0.0
1196.0,797.5977142857142,314.0,4.0,0.0
3237.0,700.0,170.0,1.0,1.0
674.0,810.0,170.0,1.0,1.0
1492.0,475.0,187.0,5.0,0.0
265.0,797.5977142857142,327.0,2.0,1.0
415.0,700.0,255.0,1.0,0.0
1752.0,797.5977142857142,225.0,2.0,1.0
5925.0,786.0,96.0,3.0,0.0
710.0,555.0,200.0,5.0,0.0
1883.0,975.0,52.0,4.0,0.0
2702.0,735.0,135.0,4.0,1.0
1405.0,830.0,359.0,3.0,1.0
1569.0,905.0,92.0,1.0,1.0
2716.0,1265.0,102.0,5.0,1.0
27.0,797.5977142857142,77.0,7.0,1.0
3365.0,630.0,65.0,1.0,0.0
4338.0,797.5977142857142,80.0,4.0,1.0
1529.0,1025.0,85.0,6.0,0.0
1637.0,797.5977142857142,185.0,5.0,0.0
2066.0,560.0,185.0,6.0,0.0
388.0,565.0,90.0,4.0,0.0
863.0,797.5977142857142,80.0,3.0,0.0
1125.0,570.0,168.0,2.0,1.0
555.0,1235.0,33.0,7.0,1.0
1468.0,535.0,85.0,4.0,1.0
4033.0,797.5977142857142,137.0,2.0,0.0
738.0,797.5977142857142,205.0,2.0,0.0
401.0,1080.0,385.0,6.0,0.0
1092.0,770.0,150.0,5.0,1.0
2926.0,797.5977142857142,247.0,3.0,1.0
2205.0,360.0,120.0,3.0,1.0
70.0,1185.0,102.0,5.0,1.0
1634.0,797.5977142857142,158.0,1.0,0.0
343.0,797.5977142857142,80.0,2.0,0.0
1245.0,797.5977142857142,144.0,5.0,0.0
6326.0,614.0,208.0,5.0,0.0
2767.0,965.0,190.0,4.0,1.0
3346.0,725.0,150.0,6.0,0.0
2821.0,640.0,150.0,3.0,1.0
221.0,797.5977142857142,164.0,1.0,0.0
4818.0,797.5977142857142,85.0,4.0,1.0
993.0,1075.0,185.0,1.0,1.0
6423.0,1240.0,46.0,1.0,0.0
1540.0,465.0,216.0,1.0,0.0
1138.0,1145.0,85.0,1.0,1.0
844.0,797.5977142857142,136.0,3.0,0.0
412.0,797.5977142857142,309.0,2.0,0.0
4338.0,797.5977142857142,90.0,1.0,1.0
6273.0,797.5977142857142,164.0,4.0,0.0
2182.0,1080.0,84.0,2.0,0.0
6645.0,830.0,81.0,2.0,0.0
1861.0,980.0,153.0,4.0,1.0
503.0,952.0,139.0,3.0,0.0
4590.0,375.0,164.0,2.0,0.0
280.0,935.0,32.0,6.0,0.0
70.0,1185.0,105.0,5.0,1.0
424.0,797.5977142857142,170.0,2.0,0.0
3647.0,797.5977142857142,75.0,3.0,1.0
245.0,440.0,320.0,1.0,0.0
1800.0,450.0,90.0,1.0,1.0
705.0,360.0,131.0,5.0,0.0
2812.0,797.5977142857142,85.0,3.0,0.0
38.0,930.0,60.0,5.0,1.0
6395.0,797.5977142857142,194.0,2.0,1.0
941.0,680.0,207.0,3.0,1.0
80.0,723.0,155.0,6.0,0.0
4291.0,797.5977142857142,84.0,1.0,1.0
3601.0,797.5977142857142,100.0,6.0,0.0
7095.0,380.0,67.0,4.0,0.0
1615.0,695.0,158.0,4.0,0.0
30.0,499.0,59.0,7.0,0.0
2173.0,720.0,71.0,3.0,0.0
4304.0,1030.0,68.0,1.0,0.0
829.0,797.5977142857142,116.0,4.0,0.0
97.0,470.0,81.0,3.0,0.0
2855.0,745.0,119.0,1.0,0.0
1195.0,845.0,104.0,3.0,0.0
1165.0,965.0,160.0,5.0,1.0
1506.0,820.0,185.0,5.0,0.0
1335.0,797.5977142857142,215.0,2.0,0.0
5472.0,797.5977142857142,69.0,5.0,0.0
1945.0,620.0,155.0,4.0,0.0
5603.0,500.0,108.0,4.0,1.0
6395.0,1085.0,194.0,3.0,1.0
6.0,1080.0,420.0,5.0,0.0
1657.0,797.5977142857142,110.0,3.0,1.0
555.0,590.0,70.0,3.0,0.0
1637.0,390.0,185.0,5.0,0.0
4868.0,420.0,68.0,3.0,0.0
6370.0,797.5977142857142,91.0,4.0,0.0
6397.0,797.5977142857142,54.0,5.0,1.0
1178.0,405.0,123.0,2.0,0.0
2244.0,790.0,71.0,2.0,1.0
1073.0,1105.0,65.0,1.0,1.0
6565.0,1235.0,116.0,1.0,0.0
5567.0,600.0,112.0,3.0,0.0
628.0,970.0,255.0,7.0,1.0
6616.0,588.0,108.0,5.0,1.0
1561.0,797.5977142857142,285.0,3.0,1.0
7118.0,857.0,79.0,3.0,0.0
2699.0,685.0,204.0,2.0,0.0
934.0,797.5977142857142,95.0,4.0,1.0
1011.0,570.0,35.0,1.0,0.0
1157.0,797.5977142857142,148.0,7.0,0.0
857.0,797.5977142857142,97.0,1.0,0.0
2681.0,420.0,86.0,5.0,0.0
46.0,797.5977142857142,55.0,2.0,1.0
4986.0,797.5977142857142,101.0,2.0,1.0
1893.0,535.0,134.0,5.0,0.0
147.0,797.5977142857142,103.0,6.0,0.0
2009.0,797.5977142857142,55.0,6.0,1.0
4483.0,900.0,70.0,3.0,0.0
1329.0,1230.0,87.0,7.0,0.0
460.0,445.0,240.0,2.0,1.0
6530.0,797.5977142857142,40.0,3.0,0.0
1825.0,1110.0,106.0,3.0,0.0
5316.0,797.5977142857142,44.0,4.0,1.0
222.0,797.5977142857142,121.0,7.0,0.0
6457.0,797.5977142857142,45.0,2.0,1.0
1460.0,1200.0,215.0,1.0,1.0
2809.0,797.5977142857142,59.0,5.0,0.0
354.0,915.0,90.0,7.0,0.0
1937.0,895.0,85.0,6.0,1.0
7249.0,797.5977142857142,90.0,4.0,0.0
2866.0,797.5977142857142,58.0,5.0,1.0
424.0,742.0,97.0,1.0,0.0
2952.0,885.0,83.0,5.0,1.0
3933.0,1025.0,120.0,1.0,0.0
1007.0,1110.0,29.0,3.0,0.0
732.0,360.0,237.0,2.0,0.0
889.0,480.0,96.0,7.0,0.0
6349.0,797.5977142857142,45.0,2.0,1.0
2540.0,797.5977142857142,329.0,1.0,0.0
705.0,365.0,250.0,2.0,0.0
2023.0,805.0,95.0,3.0,1.0
5344.0,820.0,73.0,4.0,0.0
3936.0,1045.0,150.0,7.0,0.0
801.0,470.0,97.0,2.0,0.0
2044.0,1055.0,136.0,2.0,0.0
6253.0,462.0,235.0,3.0,1.0
3613.0,797.5977142857142,125.0,3.0,1.0
4654.0,375.0,69.0,1.0,0.0
563.0,930.0,75.0,6.0,0.0
386.0,510.0,227.0,5.0,0.0
5102.0,777.0,81.0,3.0,1.0
2410.0,843.0,84.0,7.0,1.0
3677.0,1195.0,54.0,7.0,1.0
2325.0,1020.0,94.0,6.0,0.0
2714.0,797.5977142857142,96.0,3.0,0.0
4977.0,1244.0,76.0,4.0,0.0
592.0,797.5977142857142,65.0,4.0,1.0
570.0,815.0,86.0,3.0,0.0
5573.0,897.0,119.0,5.0,0.0
1115.0,680.0,135.0,4.0,1.0
951.0,719.0,139.0,5.0,0.0
2058.0,1115.0,157.0,5.0,1.0
92.0,648.0,83.0,4.0,0.0
6642.0,352.0,38.0,1.0,1.0
841.0,1005.0,55.0,6.0,1.0
954.0,797.5977142857142,160.0,4.0,0.0
1367.0,1205.0,70.0,3.0,0.0
2056.0,635.0,165.0,5.0,0.0
3897.0,797.5977142857142,75.0,7.0,0.0
61.0,721.0,52.0,3.0,0.0
60.0,555.0,116.0,6.0,0.0
811.0,990.0,235.0,4.0,1.0
662.0,1104.0,149.0,4.0,1.0
1299.0,698.0,125.0,4.0,1.0
1812.0,797.5977142857142,129.0,5.0,1.0
206.0,885.0,85.0,1.0,1.0
9.0,1175.0,194.0,4.0,1.0
2721.0,797.5977142857142,132.0,7.0,0.0
573.0,797.5977142857142,195.0,4.0,0.0
1484.0,846.0,117.0,3.0,1.0
238.0,390.0,105.0,2.0,1.0
5417.0,797.5977142857142,131.0,3.0,1.0
325.0,855.0,97.0,4.0,1.0
1166.0,797.5977142857142,133.0,5.0,0.0
